arquivo,sha256,tamanho_bytes,instituicao,data_consulta,tipo,caminho_local,url_oficial,status
resolucao-06-2024-cepe-vagas-2024-2025.pdf,80192700265b59c18d504813d7d3391f03d567681047001f81f56b701bddcff5,1385070,UFPR,2026-09-04,documento,administracao/dados/ufpr/fontes/resolucao-06-2024-cepe-vagas-2024-2025.pdf,https://soc.ufpr.br/wp-content/uploads/2024/04/RESOLUCAO-No-06-24-CEPE.pdf,versionado
resolucao-14-2017-cepe-vagas-2017-2018.pdf,9367b16dcae7dcdad43e26bd20f64e985729bb4695deb03505dcad25845280b2,268107,UFPR,2026-09-04,documento,administracao/dados/ufpr/fontes/resolucao-14-2017-cepe-vagas-2017-2018.pdf,https://soc.ufpr.br/wp-content/uploads/2020/05/Res.-14-17-CEPE-Quadro-de-vagas-processo-seletivo-2017-2018_altera%C3%A7%C3%A3o-3-pela-Resolu%C3%A7%C3%A3o-n%C2%BA36.17-CEPE.pdf,versionado
resolucao-38-2022-cepe-vagas-2022-2023.pdf,52e34e0c4c064020462a39691edca8e819cd8d0bc5551a697b77505b6477293b,150603,UFPR,2026-09-04,documento,administracao/dados/ufpr/fontes/resolucao-38-2022-cepe-vagas-2022-2023.pdf,https://soc.ufpr.br/wp-content/uploads/2022/07/RESOLU%C3%87%C3%83O-N%C2%BA-38-22-alt.-pela-Res.-50-22-CEPE.pdf,versionado
resolucao-57-2021-cepe-vagas-2021-2022.pdf,595b5077a66f0aee1e95c60b42dd3a68b66a5dc608fec1537ba5dce9e52a6f19,1087107,UFPR,2026-09-04,documento,administracao/dados/ufpr/fontes/resolucao-57-2021-cepe-vagas-2021-2022.pdf,https://soc.ufpr.br/wp-content/uploads/2021/11/RESOLU%C3%87%C3%83O-N%C2%BA-57-21-CEPE-alterada-pela-Res.-64-21-CEPE.pdf,versionado
resolucao-68-2020-cepe-vagas-2020-2021.pdf,c4ba184496645bbe954b7ece9a685cd342cddd19a4d4e752a18ca61c23137b2b,1070228,UFPR,2026-09-04,documento,administracao/dados/ufpr/fontes/resolucao-68-2020-cepe-vagas-2020-2021.pdf,https://soc.ufpr.br/wp-content/uploads/2020/11/RESOLU%C3%87%C3%83O-N%C2%BA-68-2020-CEPE-alterada-pela-Res.-85-2020-e-Ad-Referendum-CEPE.pdf,versionado
Indicadores_Educacionais_Indicadores_Fluxo_Educacao_Superior_2010_2019.zip,3b860b06d8aeeca28ce7e3d6ae7f367ad537a8737534b16dc62c7498a093ea46,55646455,INEP,2026-09-04,zip_dados_oficial,administracao/dados/inep/fontes/pacotes/Indicadores_Educacionais_Indicadores_Fluxo_Educacao_Superior_2010_2019.zip,https://download.inep.gov.br/informacoes_estatisticas/indicadores_educacionais/Indicadores_Educacionais_Indicadores_Fluxo_Educacao_Superior_2010_2019.zip,versionado_lfs
Indicadores_Fluxo_ES_2011_2020.zip,fd1d513c37948b0e7a9c52cd1ed3c729e289b0b28e1f52467b924d2d88006ea0,56667985,INEP,2026-09-04,zip_dados_oficial,administracao/dados/inep/fontes/pacotes/Indicadores_Fluxo_ES_2011_2020.zip,https://download.inep.gov.br/informacoes_estatisticas/indicadores_educacionais/Indicadores_Fluxo_ES_2011_2020.zip,versionado_lfs
Indicadores_Fluxo_ES_2012_2021.zip,ad9988da27173ff020818caad12ee3d7ef666ee324c1b9dfabd38e6d4ff6de81,58750181,INEP,2026-09-04,zip_dados_oficial,administracao/dados/inep/fontes/pacotes/Indicadores_Fluxo_ES_2012_2021.zip,https://download.inep.gov.br/informacoes_estatisticas/indicadores_educacionais/Indicadores_Fluxo_ES_2012_2021.zip,versionado_lfs
indicadores_fluxo_es_2013-2022.zip,eea6ba4506c85c2c8ea474b07397e743158f8f9963162f9137dadf8aac716320,74403247,INEP,2026-09-04,zip_dados_oficial,administracao/dados/inep/fontes/pacotes/indicadores_fluxo_es_2013-2022.zip,https://download.inep.gov.br/informacoes_estatisticas/indicadores_educacionais/indicadores_fluxo_es_2013-2022.zip,versionado_lfs
indicadores_fluxo_es_2014-2023.zip,196b0f9338ab67145c02a5f44992cdf6d89292ccf4a7d466763f995e57518a35,76506611,INEP,2026-09-04,zip_dados_oficial,administracao/dados/inep/fontes/pacotes/indicadores_fluxo_es_2014-2023.zip,https://download.inep.gov.br/informacoes_estatisticas/indicadores_educacionais/indicadores_fluxo_es_2014-2023.zip,versionado_lfs
indicadores_trajetoria_es_2015_2024.zip,14e6ff92cc9e904c89499b457bc243ee86675638bcbbe57e9f6f7a220ce2f798,78467594,INEP,2026-09-04,zip_dados_oficial,administracao/dados/inep/fontes/pacotes/indicadores_trajetoria_es_2015_2024.zip,https://download.inep.gov.br/informacoes_estatisticas/indicadores_educacionais/indicadores_trajetoria_es_2015_2024.zip,versionado_lfs
indicadores_trajetoria_es_2016_2024.zip,fcc9f785b1ebecd17f2a75af57e0ef5c45863915ebc4e8796ac89ac3f214397f,75203314,INEP,2026-09-04,zip_dados_oficial,administracao/dados/inep/fontes/pacotes/indicadores_trajetoria_es_2016_2024.zip,https://download.inep.gov.br/informacoes_estatisticas/indicadores_educacionais/indicadores_trajetoria_es_2016_2024.zip,versionado_lfs
indicadores_trajetoria_es_2017_2024.zip,90130f61e9ffb7903456c841d5daf69aec5f7a854726cd26e42022647f9b0540,71826778,INEP,2026-09-04,zip_dados_oficial,administracao/dados/inep/fontes/pacotes/indicadores_trajetoria_es_2017_2024.zip,https://download.inep.gov.br/informacoes_estatisticas/indicadores_educacionais/indicadores_trajetoria_es_2017_2024.zip,versionado_lfs
indicadores_trajetoria_es_2018_2024.zip,44075a164340fda53fb080f9f00eeba8f5bd9bcb8397c0fe4ac801df72758f0b,67809928,INEP,2026-09-04,zip_dados_oficial,administracao/dados/inep/fontes/pacotes/indicadores_trajetoria_es_2018_2024.zip,https://download.inep.gov.br/informacoes_estatisticas/indicadores_educacionais/indicadores_trajetoria_es_2018_2024.zip,versionado_lfs
indicadores_trajetoria_es_2019_2024.zip,a443cd5c28e38f317130c41381d8c82fad0c33912e292f1900e39bc9abce9eb0,61982303,INEP,2026-09-04,zip_dados_oficial,administracao/dados/inep/fontes/pacotes/indicadores_trajetoria_es_2019_2024.zip,https://download.inep.gov.br/informacoes_estatisticas/indicadores_educacionais/indicadores_trajetoria_es_2019_2024.zip,versionado_lfs
indicadores_trajetoria_es_2020_2024.zip,dbdc6793f74f8623ac7d5e1e3202d58e3b63e11d040b84f6be533c0bf97c1d04,53084022,INEP,2026-09-04,zip_dados_oficial,administracao/dados/inep/fontes/pacotes/indicadores_trajetoria_es_2020_2024.zip,https://download.inep.gov.br/informacoes_estatisticas/indicadores_educacionais/indicadores_trajetoria_es_2020_2024.zip,versionado_lfs
indicadores_trajetoria_educacao_superior_2010_2019.xlsx,8317e87af0f7dd72ce83fa095d25c3140ad19dd55841123cfbe75f7d772b8110,39018289,INEP,2026-09-04,planilha_dados_oficial,administracao/dados/inep/fontes/planilhas/indicadores_trajetoria_educacao_superior_2010_2019.xlsx,https://download.inep.gov.br/informacoes_estatisticas/indicadores_educacionais/Indicadores_Educacionais_Indicadores_Fluxo_Educacao_Superior_2010_2019.zip,versionado_lfs
indicadores_trajetoria_educacao_superior_2011_2020.xlsx,f9c221a075aee4511d10fba33f9080c81a027a9ac661f7ae08547d0c3244be97,39188791,INEP,2026-09-04,planilha_dados_oficial,administracao/dados/inep/fontes/planilhas/indicadores_trajetoria_educacao_superior_2011_2020.xlsx,https://download.inep.gov.br/informacoes_estatisticas/indicadores_educacionais/Indicadores_Fluxo_ES_2011_2020.zip,versionado_lfs
indicadores_trajetoria_educacao_superior_2012_2021.xlsx,3738aa6d3c9479695eb1a547684bf9185cdc368de77c0d53cbcd4e77b800dd23,40705745,INEP,2026-09-04,planilha_dados_oficial,administracao/dados/inep/fontes/planilhas/indicadores_trajetoria_educacao_superior_2012_2021.xlsx,https://download.inep.gov.br/informacoes_estatisticas/indicadores_educacionais/Indicadores_Fluxo_ES_2012_2021.zip,versionado_lfs
indicadores_trajetoria_educacao_superior_2013_2022.xlsx,d1c49714ba21a5791766a87e9f2c45624b1361769bf346bfdd5ae3c8b42419f5,40681756,INEP,2026-09-04,planilha_dados_oficial,administracao/dados/inep/fontes/planilhas/indicadores_trajetoria_educacao_superior_2013_2022.xlsx,https://download.inep.gov.br/informacoes_estatisticas/indicadores_educacionais/indicadores_fluxo_es_2013-2022.zip,versionado_lfs
indicadores_trajetoria_educacao_superior_2014_2023.xlsx,7e7b963517b27580a2b43b951b65eebb45404daab02df4014167a4e77ab743d7,41829246,INEP,2026-09-04,planilha_dados_oficial,administracao/dados/inep/fontes/planilhas/indicadores_trajetoria_educacao_superior_2014_2023.xlsx,https://download.inep.gov.br/informacoes_estatisticas/indicadores_educacionais/indicadores_fluxo_es_2014-2023.zip,versionado_lfs
indicadores_trajetoria_educacao_superior_2015_2024.xlsx,831fa6adeac46f8610a8715b4df1493784e1b21b5ca2f77eb837ac9f59d573d9,42805060,INEP,2026-09-04,planilha_dados_oficial,administracao/dados/inep/fontes/planilhas/indicadores_trajetoria_educacao_superior_2015_2024.xlsx,https://download.inep.gov.br/informacoes_estatisticas/indicadores_educacionais/indicadores_trajetoria_es_2015_2024.zip,versionado_lfs
indicadores_trajetoria_educacao_superior_2016_2024.xlsx,b9776a782d1a909e75b4eb42fd1d840a42dac4e0e8ae87dbada451f39f347b6a,40620613,INEP,2026-09-04,planilha_dados_oficial,administracao/dados/inep/fontes/planilhas/indicadores_trajetoria_educacao_superior_2016_2024.xlsx,https://download.inep.gov.br/informacoes_estatisticas/indicadores_educacionais/indicadores_trajetoria_es_2016_2024.zip,versionado_lfs
indicadores_trajetoria_educacao_superior_2017_2024.xlsx,b77ac3e2cc951dfd314bbe7a2fc141f3f2ec39470558674e198f567f8f43dbf1,38668482,INEP,2026-09-04,planilha_dados_oficial,administracao/dados/inep/fontes/planilhas/indicadores_trajetoria_educacao_superior_2017_2024.xlsx,https://download.inep.gov.br/informacoes_estatisticas/indicadores_educacionais/indicadores_trajetoria_es_2017_2024.zip,versionado_lfs
indicadores_trajetoria_educacao_superior_2018_2024.xlsx,e710299b0196ed9f87d631295b05cbb6c3381061d6e0693c6917dab83c241009,36236397,INEP,2026-09-04,planilha_dados_oficial,administracao/dados/inep/fontes/planilhas/indicadores_trajetoria_educacao_superior_2018_2024.xlsx,https://download.inep.gov.br/informacoes_estatisticas/indicadores_educacionais/indicadores_trajetoria_es_2018_2024.zip,versionado_lfs
indicadores_trajetoria_educacao_superior_2019_2024.xlsx,9ef61488ac66604368dd29e03f33831924cd8f8d980137da60527a1d195c9cc3,32872099,INEP,2026-09-04,planilha_dados_oficial,administracao/dados/inep/fontes/planilhas/indicadores_trajetoria_educacao_superior_2019_2024.xlsx,https://download.inep.gov.br/informacoes_estatisticas/indicadores_educacionais/indicadores_trajetoria_es_2019_2024.zip,versionado_lfs
indicadores_trajetoria_educacao_superior_2020_2024.xlsx,214a7dacd77875c440ffa0551be11008080d017104ffdd65fce0e362bac22f53,27740093,INEP,2026-09-04,planilha_dados_oficial,administracao/dados/inep/fontes/planilhas/indicadores_trajetoria_educacao_superior_2020_2024.xlsx,https://download.inep.gov.br/informacoes_estatisticas/indicadores_educacionais/indicadores_trajetoria_es_2020_2024.zip,versionado_lfs
ps2016_candidato_vaga.html,f623000866243b78136009d1054a80a4d6865caa0a5a1f06f83f90977e1347c2,122355,UFPR,2026-09-04,pagina_html,administracao/dados/ufpr/fontes/nc/ps2016_candidato_vaga.html,https://www.nc.ufpr.br/concursos_institucionais/ufpr/ps2016/candvaga_curso.htm,versionado
ps2018_candidato_vaga_2fase.html,23995faee49ff1029860b34387e00a84a932b58cf2ee3f1a438dde593f76caa0,28594,UFPR,2026-09-04,pagina_html,administracao/dados/ufpr/fontes/nc/ps2018_candidato_vaga_2fase.html,https://servicos.nc.ufpr.br/PortalNC/Concurso?concurso=PS2018,versionado
ps2020_candidato_vaga.pdf,063e343283306fdb30e1b548b96195750c3b3eb77892a4761f196f745d18c3a2,104489,UFPR,2026-09-04,documento,administracao/dados/ufpr/fontes/nc/ps2020_candidato_vaga.pdf,https://servicos.nc.ufpr.br/PortalNC/obterDocumento?pub=2401,versionado
edital-01-2026-prograp-proplad.pdf,dc8b4a809155f4995224ecc25c71ad873357ff605e04ceb92aaa25b659897a11,304336,UFPR,2026-09-04,documento,administracao/mec/2026/edital-01-2026-prograp-proplad.pdf,,versionado_origem_fornecida
apendice-b-proposta-informatica-biomedica.pdf,994b17a9b1915a8d0dfc3104d01e7cc4d49b7f85e4002102687ee2e543109052,297712,UFPR,2026-09-04,documento,administracao/mec/2026/apendice-b-proposta-informatica-biomedica.pdf,,versionado_origem_fornecida
ufpr-dialogo-edital-01-2026.html,7b7649e484c01bc935fdc739b613b7f1989c31b12cfac79400ee022a7f5b1841,113667,UFPR,2026-09-04,pagina_html,administracao/mec/2026/fontes-complementares/ufpr-dialogo-edital-01-2026.html,https://sociaisaplicadas.ufpr.br/blog/dialogo-sobre-o-edital-01-2026-prograp-proplad/,versionado
