CO_IES,NO_IES,TP_CATEGORIA_ADMINISTRATIVA,TP_ORGANIZACAO_ACADEMICA,CO_CURSO,NO_CURSO,CO_REGIAO,CO_UF,CO_MUNICIPIO,TP_GRAU_ACADEMICO,TP_MODALIDADE_ENSINO,CO_CINE_ROTULO,NO_CINE_ROTULO,CO_CINE_AREA_GERAL,NO_CINE_AREA_GERAL,NU_ANO_INGRESSO,NU_ANO_REFERENCIA,NU_PRAZO_INTEGRALIZACAO,NU_ANO_INTEGRALIZACAO,NU_PRAZO_ACOMPANHAMENTO,NU_ANO_MAXIMO_ACOMPANHAMENTO,QT_INGRESSANTE,QT_PERMANENCIA,QT_CONCLUINTE,QT_DESISTENCIA,QT_FALECIDO,TAP,TCA,TDA,TCAN,TADA,ARQUIVO_FONTE
571,UNIVERSIDADE FEDERAL DO PARANÁ,1,1,1126727,INFORMÁTICA BIOMÉDICA,4,41,4106902,1,1,0617C02,Computação e Tecnologias da Informação e Comunicação (TIC) em biociências e saúde,06,Computação e Tecnologias da Informação e Comunicação (TIC),2013,2013,5,2017,8,2020,31,30,0,1,0,96.77419355,0,3.225806452,0,3.225806452,indicadores_trajetoria_educacao_superior_2013_2022.xlsx
571,UNIVERSIDADE FEDERAL DO PARANÁ,1,1,1126727,INFORMÁTICA BIOMÉDICA,4,41,4106902,1,1,0617C02,Computação e Tecnologias da Informação e Comunicação (TIC) em biociências e saúde,06,Computação e Tecnologias da Informação e Comunicação (TIC),2013,2014,5,2017,8,2020,31,26,0,4,0,83.87096774,0,16.12903226,0,12.90322581,indicadores_trajetoria_educacao_superior_2013_2022.xlsx
571,UNIVERSIDADE FEDERAL DO PARANÁ,1,1,1126727,INFORMÁTICA BIOMÉDICA,4,41,4106902,1,1,0617C02,Computação e Tecnologias da Informação e Comunicação (TIC) em biociências e saúde,06,Computação e Tecnologias da Informação e Comunicação (TIC),2013,2015,5,2017,8,2020,31,20,0,6,0,64.51612903,0,35.48387097,0,19.35483871,indicadores_trajetoria_educacao_superior_2013_2022.xlsx
571,UNIVERSIDADE FEDERAL DO PARANÁ,1,1,1126727,INFORMÁTICA BIOMÉDICA,4,41,4106902,1,1,0617C02,Computação e Tecnologias da Informação e Comunicação (TIC) em biociências e saúde,06,Computação e Tecnologias da Informação e Comunicação (TIC),2013,2016,5,2017,8,2020,31,13,0,7,0,41.93548387,0,58.06451613,0,22.58064516,indicadores_trajetoria_educacao_superior_2013_2022.xlsx
571,UNIVERSIDADE FEDERAL DO PARANÁ,1,1,1126727,INFORMÁTICA BIOMÉDICA,4,41,4106902,1,1,0617C02,Computação e Tecnologias da Informação e Comunicação (TIC) em biociências e saúde,06,Computação e Tecnologias da Informação e Comunicação (TIC),2013,2017,5,2017,8,2020,31,11,1,1,0,35.48387097,3.225806452,61.29032258,3.225806452,3.225806452,indicadores_trajetoria_educacao_superior_2013_2022.xlsx
571,UNIVERSIDADE FEDERAL DO PARANÁ,1,1,1126727,INFORMÁTICA BIOMÉDICA,4,41,4106902,1,1,0617C02,Computação e Tecnologias da Informação e Comunicação (TIC) em biociências e saúde,06,Computação e Tecnologias da Informação e Comunicação (TIC),2013,2018,5,2017,8,2020,31,5,2,4,0,16.12903226,9.677419355,74.19354839,6.451612903,12.90322581,indicadores_trajetoria_educacao_superior_2013_2022.xlsx
571,UNIVERSIDADE FEDERAL DO PARANÁ,1,1,1126727,INFORMÁTICA BIOMÉDICA,4,41,4106902,1,1,0617C02,Computação e Tecnologias da Informação e Comunicação (TIC) em biociências e saúde,06,Computação e Tecnologias da Informação e Comunicação (TIC),2013,2019,5,2017,8,2020,31,0,2,3,0,0,16.12903226,83.87096774,6.451612903,9.677419355,indicadores_trajetoria_educacao_superior_2013_2022.xlsx
571,UNIVERSIDADE FEDERAL DO PARANÁ,1,1,1126727,INFORMÁTICA BIOMÉDICA,4,41,4106902,1,1,0617C02,Computação e Tecnologias da Informação e Comunicação (TIC) em biociências e saúde,06,Computação e Tecnologias da Informação e Comunicação (TIC),2013,2020,5,2017,8,2020,31,0,0,0,0,0,16.12903226,83.87096774,0,0,indicadores_trajetoria_educacao_superior_2013_2022.xlsx
571,UNIVERSIDADE FEDERAL DO PARANÁ,1,1,1126727,INFORMÁTICA BIOMÉDICA,4,41,4106902,1,1,0617C02,Computação e Tecnologias da Informação e Comunicação (TIC) em biociências e saúde,06,Computação e Tecnologias da Informação e Comunicação (TIC),2013,2021,5,2017,8,2020,31,0,0,0,0,0,16.12903226,83.87096774,0,0,indicadores_trajetoria_educacao_superior_2013_2022.xlsx
571,UNIVERSIDADE FEDERAL DO PARANÁ,1,1,1126727,INFORMÁTICA BIOMÉDICA,4,41,4106902,1,1,0617C02,Computação e Tecnologias da Informação e Comunicação (TIC) em biociências e saúde,06,Computação e Tecnologias da Informação e Comunicação (TIC),2013,2022,5,2017,8,2020,31,0,0,0,0,0,16.12903226,83.87096774,0,0,indicadores_trajetoria_educacao_superior_2013_2022.xlsx
571,UNIVERSIDADE FEDERAL DO PARANÁ,1,1,1126727,INFORMÁTICA BIOMÉDICA,4,41,4106902,1,1,0617C02,Computação e Tecnologias da Informação e Comunicação (TIC) em biociências e saúde,06,Computação e Tecnologias da Informação e Comunicação (TIC),2014,2014,5,2018,8,2021,38,30,0,8,0,78.94736842,0,21.05263158,0,21.05263158,indicadores_trajetoria_educacao_superior_2014_2023.xlsx
571,UNIVERSIDADE FEDERAL DO PARANÁ,1,1,1126727,INFORMÁTICA BIOMÉDICA,4,41,4106902,1,1,0617C02,Computação e Tecnologias da Informação e Comunicação (TIC) em biociências e saúde,06,Computação e Tecnologias da Informação e Comunicação (TIC),2014,2015,5,2018,8,2021,38,21,0,9,0,55.26315789,0,44.73684211,0,23.68421053,indicadores_trajetoria_educacao_superior_2014_2023.xlsx
571,UNIVERSIDADE FEDERAL DO PARANÁ,1,1,1126727,INFORMÁTICA BIOMÉDICA,4,41,4106902,1,1,0617C02,Computação e Tecnologias da Informação e Comunicação (TIC) em biociências e saúde,06,Computação e Tecnologias da Informação e Comunicação (TIC),2014,2016,5,2018,8,2021,38,11,0,10,0,28.94736842,0,71.05263158,0,26.31578947,indicadores_trajetoria_educacao_superior_2014_2023.xlsx
571,UNIVERSIDADE FEDERAL DO PARANÁ,1,1,1126727,INFORMÁTICA BIOMÉDICA,4,41,4106902,1,1,0617C02,Computação e Tecnologias da Informação e Comunicação (TIC) em biociências e saúde,06,Computação e Tecnologias da Informação e Comunicação (TIC),2014,2017,5,2018,8,2021,38,5,0,6,0,13.15789474,0,86.84210526,0,15.78947368,indicadores_trajetoria_educacao_superior_2014_2023.xlsx
571,UNIVERSIDADE FEDERAL DO PARANÁ,1,1,1126727,INFORMÁTICA BIOMÉDICA,4,41,4106902,1,1,0617C02,Computação e Tecnologias da Informação e Comunicação (TIC) em biociências e saúde,06,Computação e Tecnologias da Informação e Comunicação (TIC),2014,2018,5,2018,8,2021,38,2,2,1,0,5.263157895,5.263157895,89.47368421,5.263157895,2.631578947,indicadores_trajetoria_educacao_superior_2014_2023.xlsx
571,UNIVERSIDADE FEDERAL DO PARANÁ,1,1,1126727,INFORMÁTICA BIOMÉDICA,4,41,4106902,1,1,0617C02,Computação e Tecnologias da Informação e Comunicação (TIC) em biociências e saúde,06,Computação e Tecnologias da Informação e Comunicação (TIC),2014,2019,5,2018,8,2021,38,1,0,1,0,2.631578947,5.263157895,92.10526316,0,2.631578947,indicadores_trajetoria_educacao_superior_2014_2023.xlsx
571,UNIVERSIDADE FEDERAL DO PARANÁ,1,1,1126727,INFORMÁTICA BIOMÉDICA,4,41,4106902,1,1,0617C02,Computação e Tecnologias da Informação e Comunicação (TIC) em biociências e saúde,06,Computação e Tecnologias da Informação e Comunicação (TIC),2014,2020,5,2018,8,2021,38,0,0,1,0,0,5.263157895,94.73684211,0,2.631578947,indicadores_trajetoria_educacao_superior_2014_2023.xlsx
571,UNIVERSIDADE FEDERAL DO PARANÁ,1,1,1126727,INFORMÁTICA BIOMÉDICA,4,41,4106902,1,1,0617C02,Computação e Tecnologias da Informação e Comunicação (TIC) em biociências e saúde,06,Computação e Tecnologias da Informação e Comunicação (TIC),2014,2021,5,2018,8,2021,38,0,0,0,0,0,5.263157895,94.73684211,0,0,indicadores_trajetoria_educacao_superior_2014_2023.xlsx
571,UNIVERSIDADE FEDERAL DO PARANÁ,1,1,1126727,INFORMÁTICA BIOMÉDICA,4,41,4106902,1,1,0617C02,Computação e Tecnologias da Informação e Comunicação (TIC) em biociências e saúde,06,Computação e Tecnologias da Informação e Comunicação (TIC),2014,2022,5,2018,8,2021,38,0,0,0,0,0,5.263157895,94.73684211,0,0,indicadores_trajetoria_educacao_superior_2014_2023.xlsx
571,UNIVERSIDADE FEDERAL DO PARANÁ,1,1,1126727,INFORMÁTICA BIOMÉDICA,4,41,4106902,1,1,0617C02,Computação e Tecnologias da Informação e Comunicação (TIC) em biociências e saúde,06,Computação e Tecnologias da Informação e Comunicação (TIC),2014,2023,5,2018,8,2021,38,0,0,0,0,0,5.263157895,94.73684211,0,0,indicadores_trajetoria_educacao_superior_2014_2023.xlsx
571,UNIVERSIDADE FEDERAL DO PARANÁ,1,1,1126727,INFORMÁTICA BIOMÉDICA,4,41,4106902,1,1,0681C02,Computação e Tecnologias da Informação e Comunicação (TIC) em biociências e saúde,06,Computação e Tecnologias da Informação e Comunicação (TIC),2015,2015,5,2019,8,2022,37,25,0,12,0,67.56756757,0,32.43243243,0,32.43243243,indicadores_trajetoria_educacao_superior_2015_2024.xlsx
571,UNIVERSIDADE FEDERAL DO PARANÁ,1,1,1126727,INFORMÁTICA BIOMÉDICA,4,41,4106902,1,1,0681C02,Computação e Tecnologias da Informação e Comunicação (TIC) em biociências e saúde,06,Computação e Tecnologias da Informação e Comunicação (TIC),2015,2016,5,2019,8,2022,37,17,0,8,0,45.94594595,0,54.05405405,0,21.62162162,indicadores_trajetoria_educacao_superior_2015_2024.xlsx
571,UNIVERSIDADE FEDERAL DO PARANÁ,1,1,1126727,INFORMÁTICA BIOMÉDICA,4,41,4106902,1,1,0681C02,Computação e Tecnologias da Informação e Comunicação (TIC) em biociências e saúde,06,Computação e Tecnologias da Informação e Comunicação (TIC),2015,2017,5,2019,8,2022,37,12,0,5,0,32.43243243,0,67.56756757,0,13.51351351,indicadores_trajetoria_educacao_superior_2015_2024.xlsx
571,UNIVERSIDADE FEDERAL DO PARANÁ,1,1,1126727,INFORMÁTICA BIOMÉDICA,4,41,4106902,1,1,0681C02,Computação e Tecnologias da Informação e Comunicação (TIC) em biociências e saúde,06,Computação e Tecnologias da Informação e Comunicação (TIC),2015,2018,5,2019,8,2022,37,7,2,3,0,18.91891892,5.405405405,75.67567568,5.405405405,8.108108108,indicadores_trajetoria_educacao_superior_2015_2024.xlsx
571,UNIVERSIDADE FEDERAL DO PARANÁ,1,1,1126727,INFORMÁTICA BIOMÉDICA,4,41,4106902,1,1,0681C02,Computação e Tecnologias da Informação e Comunicação (TIC) em biociências e saúde,06,Computação e Tecnologias da Informação e Comunicação (TIC),2015,2019,5,2019,8,2022,37,3,1,3,0,8.108108108,8.108108108,83.78378378,2.702702703,8.108108108,indicadores_trajetoria_educacao_superior_2015_2024.xlsx
571,UNIVERSIDADE FEDERAL DO PARANÁ,1,1,1126727,INFORMÁTICA BIOMÉDICA,4,41,4106902,1,1,0681C02,Computação e Tecnologias da Informação e Comunicação (TIC) em biociências e saúde,06,Computação e Tecnologias da Informação e Comunicação (TIC),2015,2020,5,2019,8,2022,37,3,0,0,0,8.108108108,8.108108108,83.78378378,0,0,indicadores_trajetoria_educacao_superior_2015_2024.xlsx
571,UNIVERSIDADE FEDERAL DO PARANÁ,1,1,1126727,INFORMÁTICA BIOMÉDICA,4,41,4106902,1,1,0681C02,Computação e Tecnologias da Informação e Comunicação (TIC) em biociências e saúde,06,Computação e Tecnologias da Informação e Comunicação (TIC),2015,2021,5,2019,8,2022,37,1,2,0,0,2.702702703,13.51351351,83.78378378,5.405405405,0,indicadores_trajetoria_educacao_superior_2015_2024.xlsx
571,UNIVERSIDADE FEDERAL DO PARANÁ,1,1,1126727,INFORMÁTICA BIOMÉDICA,4,41,4106902,1,1,0681C02,Computação e Tecnologias da Informação e Comunicação (TIC) em biociências e saúde,06,Computação e Tecnologias da Informação e Comunicação (TIC),2015,2022,5,2019,8,2022,37,0,0,1,0,0,13.51351351,86.48648649,0,2.702702703,indicadores_trajetoria_educacao_superior_2015_2024.xlsx
571,UNIVERSIDADE FEDERAL DO PARANÁ,1,1,1126727,INFORMÁTICA BIOMÉDICA,4,41,4106902,1,1,0681C02,Computação e Tecnologias da Informação e Comunicação (TIC) em biociências e saúde,06,Computação e Tecnologias da Informação e Comunicação (TIC),2015,2023,5,2019,8,2022,37,0,0,0,0,0,13.51351351,86.48648649,0,0,indicadores_trajetoria_educacao_superior_2015_2024.xlsx
571,UNIVERSIDADE FEDERAL DO PARANÁ,1,1,1126727,INFORMÁTICA BIOMÉDICA,4,41,4106902,1,1,0681C02,Computação e Tecnologias da Informação e Comunicação (TIC) em biociências e saúde,06,Computação e Tecnologias da Informação e Comunicação (TIC),2015,2024,5,2019,8,2022,37,0,0,0,0,0,13.51351351,86.48648649,0,0,indicadores_trajetoria_educacao_superior_2015_2024.xlsx
571,UNIVERSIDADE FEDERAL DO PARANÁ,1,1,1126727,INFORMÁTICA BIOMÉDICA,4,41,4106902,1,1,0681C02,Computação e Tecnologias da Informação e Comunicação (TIC) em biociências e saúde,06,Computação e Tecnologias da Informação e Comunicação (TIC),2016,2016,5,2020,8,2023,30,26,0,4,0,86.66666667,0,13.33333333,0,13.33333333,indicadores_trajetoria_educacao_superior_2016_2024.xlsx
571,UNIVERSIDADE FEDERAL DO PARANÁ,1,1,1126727,INFORMÁTICA BIOMÉDICA,4,41,4106902,1,1,0681C02,Computação e Tecnologias da Informação e Comunicação (TIC) em biociências e saúde,06,Computação e Tecnologias da Informação e Comunicação (TIC),2016,2017,5,2020,8,2023,30,17,0,9,0,56.66666667,0,43.33333333,0,30,indicadores_trajetoria_educacao_superior_2016_2024.xlsx
571,UNIVERSIDADE FEDERAL DO PARANÁ,1,1,1126727,INFORMÁTICA BIOMÉDICA,4,41,4106902,1,1,0681C02,Computação e Tecnologias da Informação e Comunicação (TIC) em biociências e saúde,06,Computação e Tecnologias da Informação e Comunicação (TIC),2016,2018,5,2020,8,2023,30,11,0,6,0,36.66666667,0,63.33333333,0,20,indicadores_trajetoria_educacao_superior_2016_2024.xlsx
571,UNIVERSIDADE FEDERAL DO PARANÁ,1,1,1126727,INFORMÁTICA BIOMÉDICA,4,41,4106902,1,1,0681C02,Computação e Tecnologias da Informação e Comunicação (TIC) em biociências e saúde,06,Computação e Tecnologias da Informação e Comunicação (TIC),2016,2019,5,2020,8,2023,30,6,1,4,0,20,3.333333333,76.66666667,3.333333333,13.33333333,indicadores_trajetoria_educacao_superior_2016_2024.xlsx
571,UNIVERSIDADE FEDERAL DO PARANÁ,1,1,1126727,INFORMÁTICA BIOMÉDICA,4,41,4106902,1,1,0681C02,Computação e Tecnologias da Informação e Comunicação (TIC) em biociências e saúde,06,Computação e Tecnologias da Informação e Comunicação (TIC),2016,2020,5,2020,8,2023,30,5,0,1,0,16.66666667,3.333333333,80,0,3.333333333,indicadores_trajetoria_educacao_superior_2016_2024.xlsx
571,UNIVERSIDADE FEDERAL DO PARANÁ,1,1,1126727,INFORMÁTICA BIOMÉDICA,4,41,4106902,1,1,0681C02,Computação e Tecnologias da Informação e Comunicação (TIC) em biociências e saúde,06,Computação e Tecnologias da Informação e Comunicação (TIC),2016,2021,5,2020,8,2023,30,4,1,0,0,13.33333333,6.666666667,80,3.333333333,0,indicadores_trajetoria_educacao_superior_2016_2024.xlsx
571,UNIVERSIDADE FEDERAL DO PARANÁ,1,1,1126727,INFORMÁTICA BIOMÉDICA,4,41,4106902,1,1,0681C02,Computação e Tecnologias da Informação e Comunicação (TIC) em biociências e saúde,06,Computação e Tecnologias da Informação e Comunicação (TIC),2016,2022,5,2020,8,2023,30,2,0,2,0,6.666666667,6.666666667,86.66666667,0,6.666666667,indicadores_trajetoria_educacao_superior_2016_2024.xlsx
571,UNIVERSIDADE FEDERAL DO PARANÁ,1,1,1126727,INFORMÁTICA BIOMÉDICA,4,41,4106902,1,1,0681C02,Computação e Tecnologias da Informação e Comunicação (TIC) em biociências e saúde,06,Computação e Tecnologias da Informação e Comunicação (TIC),2016,2023,5,2020,8,2023,30,2,0,0,0,6.666666667,6.666666667,86.66666667,0,0,indicadores_trajetoria_educacao_superior_2016_2024.xlsx
571,UNIVERSIDADE FEDERAL DO PARANÁ,1,1,1126727,INFORMÁTICA BIOMÉDICA,4,41,4106902,1,1,0681C02,Computação e Tecnologias da Informação e Comunicação (TIC) em biociências e saúde,06,Computação e Tecnologias da Informação e Comunicação (TIC),2016,2024,5,2020,8,2023,30,2,0,0,0,6.666666667,6.666666667,86.66666667,0,0,indicadores_trajetoria_educacao_superior_2016_2024.xlsx
571,UNIVERSIDADE FEDERAL DO PARANÁ,1,1,1126727,INFORMÁTICA BIOMÉDICA,4,41,4106902,1,1,0681C02,Computação e Tecnologias da Informação e Comunicação (TIC) em biociências e saúde,06,Computação e Tecnologias da Informação e Comunicação (TIC),2017,2017,5,2021,8,2024,30,28,0,2,0,93.33333333,0,6.666666667,0,6.666666667,indicadores_trajetoria_educacao_superior_2017_2024.xlsx
571,UNIVERSIDADE FEDERAL DO PARANÁ,1,1,1126727,INFORMÁTICA BIOMÉDICA,4,41,4106902,1,1,0681C02,Computação e Tecnologias da Informação e Comunicação (TIC) em biociências e saúde,06,Computação e Tecnologias da Informação e Comunicação (TIC),2017,2018,5,2021,8,2024,30,26,0,2,0,86.66666667,0,13.33333333,0,6.666666667,indicadores_trajetoria_educacao_superior_2017_2024.xlsx
571,UNIVERSIDADE FEDERAL DO PARANÁ,1,1,1126727,INFORMÁTICA BIOMÉDICA,4,41,4106902,1,1,0681C02,Computação e Tecnologias da Informação e Comunicação (TIC) em biociências e saúde,06,Computação e Tecnologias da Informação e Comunicação (TIC),2017,2019,5,2021,8,2024,30,20,0,6,0,66.66666667,0,33.33333333,0,20,indicadores_trajetoria_educacao_superior_2017_2024.xlsx
