path,header,row_count,sha256,scope
curriculos/2011/fichas/w022-ci057/manifesto.csv,record_id|title|institution|source_url|accessed_at|document_date|document_type|local_path|sha256|version_or_validity|purpose|status|notes,2,6e20e11e357a966009d77425bde4184a948ed60a53ebae94655819b6cace9f1a,repository dataset
curriculos/2011/fichas/w023-ci241/buscas-negativas.csv,search_id|accessed_at|domains|terms|targets|result|limits|applicability_consequence,3,709e6bcfd3d497b19eab38d76aaa4e0b5c5d8eb135cf5ca141ae1eba75ad7536,repository dataset
curriculos/2011/fichas/w023-ci241/manifesto.csv,record_id|title|institution|source_url|accessed_at|document_date|document_type|local_path|sha256|version_or_validity|purpose|status|notes,1,c61474417eb3c4a4380b56a1da53ef0873fda1e5ce756640c26d74cede3f6781,repository dataset
curriculos/2011/fichas/w023-ci243/buscas-negativas.csv,search_id|accessed_at|domains|terms|targets|result|limits|applicability_consequence,3,8e76296413975caff5cca4cd97049a477029c0ddead4a0d9924312ee4d5c073f,repository dataset
curriculos/2011/fichas/w023-ci243/manifesto.csv,record_id|title|institution|source_url|accessed_at|document_date|document_type|local_path|sha256|version_or_validity|purpose|status|notes,0,f2727a70314f94853757c1ec7003fe6d04676d60fda30e42d9eaa5dc18920c1f,repository dataset
curriculos/2011/fichas/w023-ci244/buscas-negativas.csv,search_id|accessed_at|domains|terms|targets|result|limits|applicability_consequence,3,94ea6843c19a9ea942c7aedbd8799021be953aa243d540ddbee18d7838832d8c,repository dataset
curriculos/2011/fichas/w023-ci244/manifesto.csv,record_id|title|institution|source_url|accessed_at|document_date|document_type|local_path|sha256|version_or_validity|purpose|status|notes,2,bfba681cf990b4f91b7930e233612a698ae832b806b4cbf57a90005d3be8ec10,repository dataset
curriculos/2011/fichas/w024-ba040/buscas-negativas.csv,search_id|accessed_at|domains|terms|targets|result|limits|applicability_consequence,3,d6e70c3b8d2da9e7532bdd41744523d515bcb2be0c820e08d4174c4746afee07,repository dataset
curriculos/2011/fichas/w024-ba040/manifesto.csv,record_id|title|institution|source_url|accessed_at|document_date|document_type|local_path|sha256|version_or_validity|purpose|status|notes,0,f2727a70314f94853757c1ec7003fe6d04676d60fda30e42d9eaa5dc18920c1f,repository dataset
curriculos/2011/fichas/w024-bc056/buscas-negativas.csv,search_id|accessed_at|domains|terms|targets|result|limits|applicability_consequence,3,ba8b261e57d4d4f00526c0cda0e9439b6040556971ce701e7a3df5893a7f4583,repository dataset
curriculos/2011/fichas/w024-bc056/manifesto.csv,record_id|title|institution|source_url|accessed_at|document_date|document_type|local_path|sha256|version_or_validity|purpose|status|notes,0,f2727a70314f94853757c1ec7003fe6d04676d60fda30e42d9eaa5dc18920c1f,repository dataset
curriculos/2011/fichas/w024-bf075/buscas-negativas.csv,search_id|accessed_at|domains|terms|targets|result|limits|applicability_consequence,3,24f0adaff38ac75fa81be822608932caa07e718a8497c3235f430845bb715dc5,repository dataset
curriculos/2011/fichas/w024-bf075/manifesto.csv,record_id|title|institution|source_url|accessed_at|document_date|document_type|local_path|sha256|version_or_validity|purpose|status|notes,0,f2727a70314f94853757c1ec7003fe6d04676d60fda30e42d9eaa5dc18920c1f,repository dataset
curriculos/2011/fichas/w024-bg054/buscas-negativas.csv,search_id|accessed_at|domains|terms|targets|result|limits|applicability_consequence,3,fccb513baa4cd3203f9c5d6652b3a7ce47e251d95bbed89788a3ef98ca336fe6,repository dataset
curriculos/2011/fichas/w024-bg054/manifesto.csv,record_id|title|institution|source_url|accessed_at|document_date|document_type|local_path|sha256|version_or_validity|purpose|status|notes,0,f2727a70314f94853757c1ec7003fe6d04676d60fda30e42d9eaa5dc18920c1f,repository dataset
curriculos/2011/fichas/w024-bq005/buscas-negativas.csv,search_id|accessed_at|domains|terms|targets|result|limits|applicability_consequence,3,aaddcd91a7f62d69812b4f5a53687a7bd2161644c10633e9610e3f83493d3d3f,repository dataset
curriculos/2011/fichas/w024-bq005/manifesto.csv,record_id|title|institution|source_url|accessed_at|document_date|document_type|local_path|sha256|version_or_validity|purpose|status|notes,1,2cef54bd9042cbfc91d469de538b11c5cc62eba58bc44705ad394f124745bace,repository dataset
curriculos/2011/fichas/w024-bq054/buscas-negativas.csv,search_id|accessed_at|domains|terms|targets|result|limits|applicability_consequence,3,f6caee37213f38a077c4b25d1cfdeea00f62c8d491c04349b31680cf0d23c0c1,repository dataset
curriculos/2011/fichas/w024-bq054/manifesto.csv,record_id|title|institution|source_url|accessed_at|document_date|document_type|local_path|sha256|version_or_validity|purpose|status|notes,1,75ba877e92bc09a0df0e92e3fd1280c5d1228430264304b6eeb93a2b8a4ec99e,repository dataset
curriculos/2011/fichas/w024-ce003/buscas-negativas.csv,search_id|accessed_at|domains|terms|targets|result|limits|applicability_consequence,3,ed811506647139f487408f215790c7c6713b7d4cc5a347c65f91d353b2ab8e68,repository dataset
curriculos/2011/fichas/w024-ce003/manifesto.csv,record_id|title|institution|source_url|accessed_at|document_date|document_type|local_path|sha256|version_or_validity|purpose|status|notes,1,2b89444f4d61666e4f82ebc2c395ddc10de461433c5eb6ee5a8ca117a2e0d222,repository dataset
curriculos/2011/fichas/w024-ci062/buscas-negativas.csv,search_id|accessed_at|domains|terms|targets|result|limits|applicability_consequence,3,ce8e685c5f682afa3306bcea5996d057ecb76c91d10dce9a3ff0565e77d48b59,repository dataset
curriculos/2011/fichas/w024-ci062/manifesto.csv,record_id|title|institution|source_url|accessed_at|document_date|document_type|local_path|sha256|version_or_validity|purpose|status|notes,0,f2727a70314f94853757c1ec7003fe6d04676d60fda30e42d9eaa5dc18920c1f,repository dataset
curriculos/2011/fichas/w024-ci065/buscas-negativas.csv,search_id|accessed_at|domains|terms|targets|result|limits|applicability_consequence,3,1134e6f44c361408eba4575b260cf009fbc41c9e4e80449af18e381f32fa41f9,repository dataset
curriculos/2011/fichas/w024-ci065/manifesto.csv,record_id|title|institution|source_url|accessed_at|document_date|document_type|local_path|sha256|version_or_validity|purpose|status|notes,0,f2727a70314f94853757c1ec7003fe6d04676d60fda30e42d9eaa5dc18920c1f,repository dataset
curriculos/2011/fichas/w024-ci067/buscas-negativas.csv,search_id|accessed_at|domains|terms|targets|result|limits|applicability_consequence,3,5beaba7563efe2f1581016c615d339326e404b2053a27033509d3dc48e6102f0,repository dataset
curriculos/2011/fichas/w024-ci067/manifesto.csv,record_id|title|institution|source_url|accessed_at|document_date|document_type|local_path|sha256|version_or_validity|purpose|status|notes,0,f2727a70314f94853757c1ec7003fe6d04676d60fda30e42d9eaa5dc18920c1f,repository dataset
curriculos/2011/fichas/w024-ci162/buscas-negativas.csv,search_id|accessed_at|domains|terms|targets|result|limits|applicability_consequence,3,d8057ecb765eb8273fdd6295eeb71192d10f5438e61d6c9aad88228ec9b4a742,repository dataset
curriculos/2011/fichas/w024-ci162/manifesto.csv,record_id|title|institution|source_url|accessed_at|document_date|document_type|local_path|sha256|version_or_validity|purpose|status|notes,0,f2727a70314f94853757c1ec7003fe6d04676d60fda30e42d9eaa5dc18920c1f,repository dataset
curriculos/2011/fichas/w024-ci164/buscas-negativas.csv,search_id|accessed_at|domains|terms|targets|result|limits|applicability_consequence,3,7f51404af68e401e9f68043f367211be168c97e04b0b3ada97b3beb9516a6fe4,repository dataset
curriculos/2011/fichas/w024-ci164/manifesto.csv,record_id|title|institution|source_url|accessed_at|document_date|document_type|local_path|sha256|version_or_validity|purpose|status|notes,0,f2727a70314f94853757c1ec7003fe6d04676d60fda30e42d9eaa5dc18920c1f,repository dataset
curriculos/2011/fichas/w024-ci166/buscas-negativas.csv,search_id|accessed_at|domains|terms|targets|result|limits|applicability_consequence,3,745ec39f6b89f88473aef2617f09101aee1e7b7a93df66dcf6129245a47134a5,repository dataset
curriculos/2011/fichas/w024-ci166/manifesto.csv,record_id|title|institution|source_url|accessed_at|document_date|document_type|local_path|sha256|version_or_validity|purpose|status|notes,0,f2727a70314f94853757c1ec7003fe6d04676d60fda30e42d9eaa5dc18920c1f,repository dataset
curriculos/2011/fichas/w024-ci167/buscas-negativas.csv,search_id|accessed_at|domains|terms|targets|result|limits|applicability_consequence,3,83eccc49a385181965044762669256d5db65064807cdd9440feb50a6421f2507,repository dataset
curriculos/2011/fichas/w024-ci167/manifesto.csv,record_id|title|institution|source_url|accessed_at|document_date|document_type|local_path|sha256|version_or_validity|purpose|status|notes,0,f2727a70314f94853757c1ec7003fe6d04676d60fda30e42d9eaa5dc18920c1f,repository dataset
curriculos/2011/fichas/w024-ci169/buscas-negativas.csv,search_id|accessed_at|domains|terms|targets|result|limits|applicability_consequence,3,7cd54a9896a4f1fda84979f78dc08094b903c870231b576df580f5197a7f825f,repository dataset
curriculos/2011/fichas/w024-ci169/manifesto.csv,record_id|title|institution|source_url|accessed_at|document_date|document_type|local_path|sha256|version_or_validity|purpose|status|notes,0,f2727a70314f94853757c1ec7003fe6d04676d60fda30e42d9eaa5dc18920c1f,repository dataset
curriculos/2011/fichas/w024-ci171/buscas-negativas.csv,search_id|accessed_at|domains|terms|targets|result|limits|applicability_consequence,3,6d64baefecd7cea47c128c5eefee4e5fd3dee7ac5527e5d1b48061bd16f55618,repository dataset
curriculos/2011/fichas/w024-ci171/manifesto.csv,record_id|title|institution|source_url|accessed_at|document_date|document_type|local_path|sha256|version_or_validity|purpose|status|notes,0,f2727a70314f94853757c1ec7003fe6d04676d60fda30e42d9eaa5dc18920c1f,repository dataset
curriculos/2011/fichas/w024-ci172/buscas-negativas.csv,search_id|accessed_at|domains|terms|targets|result|limits|applicability_consequence,3,12311582871d40170d412d0e14a9829597d6fb0aca53d59c6cb1109456fc1eb2,repository dataset
curriculos/2011/fichas/w024-ci172/manifesto.csv,record_id|title|institution|source_url|accessed_at|document_date|document_type|local_path|sha256|version_or_validity|purpose|status|notes,0,f2727a70314f94853757c1ec7003fe6d04676d60fda30e42d9eaa5dc18920c1f,repository dataset
curriculos/2011/fichas/w024-ci209/buscas-negativas.csv,search_id|accessed_at|domains|terms|targets|result|limits|applicability_consequence,3,d9f0fee1ddc0e6762f296c09fd95a1bba70a5dda71f1e8f54a320973a87e6954,repository dataset
curriculos/2011/fichas/w024-ci209/manifesto.csv,record_id|title|institution|source_url|accessed_at|document_date|document_type|local_path|sha256|version_or_validity|purpose|status|notes,0,f2727a70314f94853757c1ec7003fe6d04676d60fda30e42d9eaa5dc18920c1f,repository dataset
curriculos/2011/fichas/w024-ci215/buscas-negativas.csv,search_id|accessed_at|domains|terms|targets|result|limits|applicability_consequence,3,a049bc3dba6603aa8223a8ac8eec35b8cdae913de2cb3930e64398f5fbc63392,repository dataset
curriculos/2011/fichas/w024-ci215/manifesto.csv,record_id|title|institution|source_url|accessed_at|document_date|document_type|local_path|sha256|version_or_validity|purpose|status|notes,0,f2727a70314f94853757c1ec7003fe6d04676d60fda30e42d9eaa5dc18920c1f,repository dataset
curriculos/2011/fichas/w024-ci218/buscas-negativas.csv,search_id|accessed_at|domains|terms|targets|result|limits|applicability_consequence,3,b15e8a69f8d3bee73b6dcbcf70ac6d94cf59326813d5396d40a4466adb3bad6f,repository dataset
curriculos/2011/fichas/w024-ci218/manifesto.csv,record_id|title|institution|source_url|accessed_at|document_date|document_type|local_path|sha256|version_or_validity|purpose|status|notes,0,f2727a70314f94853757c1ec7003fe6d04676d60fda30e42d9eaa5dc18920c1f,repository dataset
curriculos/2011/fichas/w024-ci220/buscas-negativas.csv,search_id|accessed_at|domains|terms|targets|result|limits|applicability_consequence,3,4ad54266f738c76fe7e7efab145072685324bc02f0ed865641c68acdb190fa4d,repository dataset
curriculos/2011/fichas/w024-ci220/manifesto.csv,record_id|title|institution|source_url|accessed_at|document_date|document_type|local_path|sha256|version_or_validity|purpose|status|notes,0,f2727a70314f94853757c1ec7003fe6d04676d60fda30e42d9eaa5dc18920c1f,repository dataset
curriculos/2011/fichas/w024-ci221/buscas-negativas.csv,search_id|accessed_at|domains|terms|targets|result|limits|applicability_consequence,3,827fc7790b5cf90b79451c3ba166625941b6851c2603b77dda36a51ab907929e,repository dataset
curriculos/2011/fichas/w024-ci221/manifesto.csv,record_id|title|institution|source_url|accessed_at|document_date|document_type|local_path|sha256|version_or_validity|purpose|status|notes,0,f2727a70314f94853757c1ec7003fe6d04676d60fda30e42d9eaa5dc18920c1f,repository dataset
curriculos/2011/fichas/w024-ci262/buscas-negativas.csv,search_id|accessed_at|domains|terms|targets|result|limits|applicability_consequence,3,5074413232d389a3d8dcda90e28cec61db213017f53f720057c617c6634f2ff6,repository dataset
curriculos/2011/fichas/w024-ci262/manifesto.csv,record_id|title|institution|source_url|accessed_at|document_date|document_type|local_path|sha256|version_or_validity|purpose|status|notes,0,f2727a70314f94853757c1ec7003fe6d04676d60fda30e42d9eaa5dc18920c1f,repository dataset
curriculos/2011/fichas/w024-ci316/buscas-negativas.csv,search_id|accessed_at|domains|terms|targets|result|limits|applicability_consequence,3,3d76d061021fc8d3ebfbe44a3ef9e48ed7481513d789ab895c296fa868765248,repository dataset
curriculos/2011/fichas/w024-ci316/manifesto.csv,record_id|title|institution|source_url|accessed_at|document_date|document_type|local_path|sha256|version_or_validity|purpose|status|notes,0,f2727a70314f94853757c1ec7003fe6d04676d60fda30e42d9eaa5dc18920c1f,repository dataset
curriculos/2011/fichas/w024-ci394/buscas-negativas.csv,search_id|accessed_at|domains|terms|targets|result|limits|applicability_consequence,3,1985b98af4bda908191bc3c824356fcd72d428f526eae5b4fa70f60f115f627f,repository dataset
curriculos/2011/fichas/w024-ci394/manifesto.csv,record_id|title|institution|source_url|accessed_at|document_date|document_type|local_path|sha256|version_or_validity|purpose|status|notes,0,f2727a70314f94853757c1ec7003fe6d04676d60fda30e42d9eaa5dc18920c1f,repository dataset
curriculos/2011/fichas/w024-cm005/buscas-negativas.csv,search_id|accessed_at|domains|terms|targets|result|limits|applicability_consequence,3,7388741fa562d07b26ea1c9b958577fccf3dc3aa16e53ec459fd6f1f36ae6ad7,repository dataset
curriculos/2011/fichas/w024-cm005/manifesto.csv,record_id|title|institution|source_url|accessed_at|document_date|document_type|local_path|sha256|version_or_validity|purpose|status|notes,0,f2727a70314f94853757c1ec7003fe6d04676d60fda30e42d9eaa5dc18920c1f,repository dataset
curriculos/2011/fichas/w024-cm045/buscas-negativas.csv,search_id|accessed_at|domains|terms|targets|result|limits|applicability_consequence,3,95be948fb37afc6ef5e8cf59e185ef8c391695e29f6644850a0444c02b103c86,repository dataset
curriculos/2011/fichas/w024-cm045/manifesto.csv,record_id|title|institution|source_url|accessed_at|document_date|document_type|local_path|sha256|version_or_validity|purpose|status|notes,0,f2727a70314f94853757c1ec7003fe6d04676d60fda30e42d9eaa5dc18920c1f,repository dataset
curriculos/2011/fichas/w024-cm201/buscas-negativas.csv,search_id|accessed_at|domains|terms|targets|result|limits|applicability_consequence,3,fc68a3751d97d6ecff3abdfa258400a6e6472cefa3d7b221243fb9904e8fde43,repository dataset
curriculos/2011/fichas/w024-cm201/manifesto.csv,record_id|title|institution|source_url|accessed_at|document_date|document_type|local_path|sha256|version_or_validity|purpose|status|notes,0,f2727a70314f94853757c1ec7003fe6d04676d60fda30e42d9eaa5dc18920c1f,repository dataset
curriculos/2011/fichas/w024-mn127/buscas-negativas.csv,search_id|accessed_at|domains|terms|targets|result|limits|applicability_consequence,3,0b256d7d17c2e59fc59b1576801d2011c9b63fd8e9cfc42f8e8379f944a1a008,repository dataset
curriculos/2011/fichas/w024-mn127/manifesto.csv,record_id|title|institution|source_url|accessed_at|document_date|document_type|local_path|sha256|version_or_validity|purpose|status|notes,0,f2727a70314f94853757c1ec7003fe6d04676d60fda30e42d9eaa5dc18920c1f,repository dataset
curriculos/2011/fichas/w024-mn128/buscas-negativas.csv,search_id|accessed_at|domains|terms|targets|result|limits|applicability_consequence,3,b7b8a1e7822fbf79a8c4b72ef736829c309c2189d279fddfa53a4dfe2cb4274b,repository dataset
curriculos/2011/fichas/w024-mn128/manifesto.csv,record_id|title|institution|source_url|accessed_at|document_date|document_type|local_path|sha256|version_or_validity|purpose|status|notes,0,f2727a70314f94853757c1ec7003fe6d04676d60fda30e42d9eaa5dc18920c1f,repository dataset
curriculos/2011/fichas/w024-mn129/buscas-negativas.csv,search_id|accessed_at|domains|terms|targets|result|limits|applicability_consequence,3,00ae89ad85cb0cd1a7873631488d6b3b6d89d20fa885605fe2fe770887df09e0,repository dataset
curriculos/2011/fichas/w024-mn129/manifesto.csv,record_id|title|institution|source_url|accessed_at|document_date|document_type|local_path|sha256|version_or_validity|purpose|status|notes,0,f2727a70314f94853757c1ec7003fe6d04676d60fda30e42d9eaa5dc18920c1f,repository dataset
curriculos/2011/fontes/manifesto.csv,id|title|institution|source_url|accessed_at|document_date|document_type|local_path|sha256|version_or_validity|purpose|status|notes,41,68ec4e15d376d48fd319b900d395e4f90b72bd72c82154ba251dc01c8e9e6e13,repository dataset
curriculos/2011/inventario/buscas-negativas.csv,search_id|accessed_at|domains|terms|targets|result|limits,2,667629907a0facbd90633c649c81ce0416c3e6905bb3886dc7381046603e5f62,curriculum inventory or formal structure
curriculos/2011/inventario/componentes.csv,target_id|target_type|code|title|status|recommended_term|total_hours|weekly_total_hours|credits|formal_evidence_path|formal_evidence_sha256|applicability|department|department_state|prerequisite|prerequisite_state|corequisite|corequisite_state|equivalence|equivalence_state|hidden_requirement|hidden_requirement_state|ficha1_status|ficha1_evidence_path|ficha1_applicability|ficha2_status|gaps_conflicts,41,3aa1f75002dff58b67c184cf6f5c67ce7c2adbebc9adbd9b76f0be550c210c44,curriculum inventory or formal structure
curriculos/2011/inventario/dependencias.csv,dependency_id|from_target|to_target|relation|requirement_text|evidence_path|sha256|status|applicability|notes,33,ba7b1796a607264d3a73233cc4a91b307562ded0cdfffc7a7c0b143e54c57352,curriculum inventory or formal structure
curriculos/2011/inventario/divergencias.csv,divergence_id|subject|evidence_path|evidence_sha256|direct_evidence|calculation_or_inference|classification|status|review_claim_path|review_claim_status|notes,1,08a975eadc40f799bce2792544f0ddacd805b193d6d4851c6fb86fa14ec54a2f,curriculum inventory or formal structure
curriculos/2011/inventario/ementas.csv,target_id|code|ementa|evidence_type|evidence_path|sha256|document_date|applicability|status|notes,38,59116d0a662a3086a57a489cc79f962711ed5f360d121cd026c2f2648917f1dd,curriculum inventory or formal structure
curriculos/2011/inventario/optativas.csv,code|title|hours|credits|formal_evidence_path|formal_evidence_sha256|catalog_status|notes,64,1611384cce4ecad8e178556f587cda6c67e92edf00d6a9f55aaf3e8cd9c44155,curriculum inventory or formal structure
curriculos/2023/fichas/manifesto-dinf.csv,code|kind_in_index|index_label|source_url|local_path|status|sha256|bytes,36,c916eaf07df2443194f68d261eafdf553bd9d7813dd0130c73da9983345f33aa,repository dataset
curriculos/2023/fichas/manifesto-outros-departamentos.csv,code|kind|version_or_term|source_url|local_path|status|sha256|notes,4,8c72a90ff6cda3d6e27153bfc4e5fb123b3581a433162fa45c08a02d1e3e6652,repository dataset
curriculos/2023/fichas/w025-ba040/buscas.csv,search_id|accessed_at|domains|terms|target|result|limits|applicability_consequence,3,ed87094b12f6e9e5859aa8a77fcd2c9733fa71c8cc09735d3bb2503815251853,repository dataset
curriculos/2023/fichas/w025-ba040/manifesto.csv,record_id|title|institution|source_url|accessed_at|document_date|document_type|local_path|sha256|course_term_class_version|purpose|status|notes,0,c3f86d866df9479ac8f11701aa9fbc20cf8179433f7d5f9c9ba8deb9cbf0ca4c,repository dataset
curriculos/2023/fichas/w025-bc056/buscas.csv,search_id|accessed_at|domains|terms|target|result|limits|applicability_consequence,3,8900b2e5cbd81d03f11720343969548793a05996c9a4afc8b77ba7f457a80708,repository dataset
curriculos/2023/fichas/w025-bc056/manifesto.csv,record_id|title|institution|source_url|accessed_at|document_date|document_type|local_path|sha256|course_term_class_version|purpose|status|notes,0,c3f86d866df9479ac8f11701aa9fbc20cf8179433f7d5f9c9ba8deb9cbf0ca4c,repository dataset
curriculos/2023/fichas/w025-bf114/buscas.csv,search_id|accessed_at|domains|terms|target|result|limits|applicability_consequence,3,fc63f60e1ef5807ca96cd8665708adeba9ddcc348bc510aca474c58c2bb7164e,repository dataset
