origin_manifest,origin_row,record_id,identity_key,title,institution,source_url,accessed_at,document_date,document_type,local_path,sha256,version_or_validity,purpose,status,notes,conflict_group,conflict_fields,conflict_status,original_metadata_json
curriculos/2011/fontes/manifesto.csv,2,2011-res34,curriculos/2011/fontes/resolucao-34-2010-cepe.pdf,Resolução nº 34/2010-CEPE,UFPR,https://www.inf.ufpr.br/infobiomedica/Arquivos/CEPE_Resolucao_34_2010.pdf,2026-09-04,2010,Resolution,curriculos/2011/fontes/resolucao-34-2010-cepe.pdf,bd1a73901393c98eb205a0adbaf8a36c1f6fcaa1b0130f4aed066fdc3c343a26,2011 established only for Resolution/PPC; portal capture current,2011 curriculum act and formal catalog,preserved,HTML captured unchanged; session identifiers removed by capture URL canonicalization.,curriculos/2011/fontes/resolucao-34-2010-cepe.pdf,title|version_or_validity,metadata-differences-not-adjudicated,"{""accessed_at"": ""2026-09-04"", ""document_date"": ""2010"", ""document_type"": ""Resolution"", ""id"": ""2011-res34"", ""institution"": ""UFPR"", ""local_path"": ""curriculos/2011/fontes/resolucao-34-2010-cepe.pdf"", ""notes"": ""HTML captured unchanged; session identifiers removed by capture URL canonicalization."", ""purpose"": ""2011 curriculum act and formal catalog"", ""sha256"": ""bd1a73901393c98eb205a0adbaf8a36c1f6fcaa1b0130f4aed066fdc3c343a26"", ""source_url"": ""https://www.inf.ufpr.br/infobiomedica/Arquivos/CEPE_Resolucao_34_2010.pdf"", ""status"": ""preserved"", ""title"": ""Resolução nº 34/2010-CEPE"", ""version_or_validity"": ""2011 established only for Resolution/PPC; portal capture current""}"
curriculos/2011/fontes/manifesto.csv,3,2011-ppc,curriculos/2011/fontes/ppc-2011.pdf,Projeto Pedagógico do Bacharelado em Informática Biomédica,UFPR,https://ibm.inf.ufpr.br/media/ppc-bib-1-1.pdf,2026-09-04,2010-07-30,PPC,curriculos/2011/fontes/ppc-2011.pdf,ab0bf7e45575baa9ad8cad429d5f5e2467093a5dd8c2852c7d54cdd0ec1f891d,2011 established only for Resolution/PPC; portal capture current,corroborating curriculum structure,preserved,HTML captured unchanged; session identifiers removed by capture URL canonicalization.,curriculos/2011/fontes/ppc-2011.pdf,title|version_or_validity,metadata-differences-not-adjudicated,"{""accessed_at"": ""2026-09-04"", ""document_date"": ""2010-07-30"", ""document_type"": ""PPC"", ""id"": ""2011-ppc"", ""institution"": ""UFPR"", ""local_path"": ""curriculos/2011/fontes/ppc-2011.pdf"", ""notes"": ""HTML captured unchanged; session identifiers removed by capture URL canonicalization."", ""purpose"": ""corroborating curriculum structure"", ""sha256"": ""ab0bf7e45575baa9ad8cad429d5f5e2467093a5dd8c2852c7d54cdd0ec1f891d"", ""source_url"": ""https://ibm.inf.ufpr.br/media/ppc-bib-1-1.pdf"", ""status"": ""preserved"", ""title"": ""Projeto Pedagógico do Bacharelado em Informática Biomédica"", ""version_or_validity"": ""2011 established only for Resolution/PPC; portal capture current""}"
curriculos/2011/fontes/manifesto.csv,4,2011-ementario-curriculo,curriculos/2011/fontes/ementario/curriculo-96a.html,Currículo 96A — Informática Biomédica,UFPR,https://ementario.ufpr.br/ementario/curriculo.action?v=1225,2026-09-04,not stated,HTML page,curriculos/2011/fontes/ementario/curriculo-96a.html,5c3e824bb8a44d72f59affc4b2409c44acdcbbdf403ec7ca3a5c8440f5851363,2011 established only for Resolution/PPC; portal capture current,current portal representation of 96A curriculum,preserved,HTML captured unchanged; session identifiers removed by capture URL canonicalization.,,,single-origin,"{""accessed_at"": ""2026-09-04"", ""document_date"": ""not stated"", ""document_type"": ""HTML page"", ""id"": ""2011-ementario-curriculo"", ""institution"": ""UFPR"", ""local_path"": ""curriculos/2011/fontes/ementario/curriculo-96a.html"", ""notes"": ""HTML captured unchanged; session identifiers removed by capture URL canonicalization."", ""purpose"": ""current portal representation of 96A curriculum"", ""sha256"": ""5c3e824bb8a44d72f59affc4b2409c44acdcbbdf403ec7ca3a5c8440f5851363"", ""source_url"": ""https://ementario.ufpr.br/ementario/curriculo.action?v=1225"", ""status"": ""preserved"", ""title"": ""Currículo 96A — Informática Biomédica"", ""version_or_validity"": ""2011 established only for Resolution/PPC; portal capture current""}"
curriculos/2011/fontes/manifesto.csv,5,2011-ementario-course,curriculos/2011/fontes/ementario/curso-96a.html,Curso 96A — Informática Biomédica,UFPR,https://ementario.ufpr.br/ementario/curso.action?v=1225,2026-09-04,not stated,HTML page,curriculos/2011/fontes/ementario/curso-96a.html,bfe518dd23253ab5cd0a34b85b36694326f6b990ae7651aa3399f5a6ea9a68d5,2011 established only for Resolution/PPC; portal capture current,course identity context,preserved,HTML captured unchanged; session identifiers removed by capture URL canonicalization.,,,single-origin,"{""accessed_at"": ""2026-09-04"", ""document_date"": ""not stated"", ""document_type"": ""HTML page"", ""id"": ""2011-ementario-course"", ""institution"": ""UFPR"", ""local_path"": ""curriculos/2011/fontes/ementario/curso-96a.html"", ""notes"": ""HTML captured unchanged; session identifiers removed by capture URL canonicalization."", ""purpose"": ""course identity context"", ""sha256"": ""bfe518dd23253ab5cd0a34b85b36694326f6b990ae7651aa3399f5a6ea9a68d5"", ""source_url"": ""https://ementario.ufpr.br/ementario/curso.action?v=1225"", ""status"": ""preserved"", ""title"": ""Curso 96A — Informática Biomédica"", ""version_or_validity"": ""2011 established only for Resolution/PPC; portal capture current""}"
curriculos/2011/fontes/manifesto.csv,6,2011-ementario-ci241,curriculos/2011/fontes/ementario/disciplinas/161246.html,Ementário component record — CI241,UFPR,https://ementario.ufpr.br/ementario/disciplina.action?d=161246,2026-09-04,not stated,HTML page,curriculos/2011/fontes/ementario/disciplinas/161246.html,b12de39d630bc2ee64ba019de984e69c69225ea0481f7cc7e83f1e8a56491d5a,2011 established only for Resolution/PPC; portal capture current,department and ementa-field status for CI241,preserved,HTML captured unchanged; session identifiers removed by capture URL canonicalization.,,,single-origin,"{""accessed_at"": ""2026-09-04"", ""document_date"": ""not stated"", ""document_type"": ""HTML page"", ""id"": ""2011-ementario-ci241"", ""institution"": ""UFPR"", ""local_path"": ""curriculos/2011/fontes/ementario/disciplinas/161246.html"", ""notes"": ""HTML captured unchanged; session identifiers removed by capture URL canonicalization."", ""purpose"": ""department and ementa-field status for CI241"", ""sha256"": ""b12de39d630bc2ee64ba019de984e69c69225ea0481f7cc7e83f1e8a56491d5a"", ""source_url"": ""https://ementario.ufpr.br/ementario/disciplina.action?d=161246"", ""status"": ""preserved"", ""title"": ""Ementário component record — CI241"", ""version_or_validity"": ""2011 established only for Resolution/PPC; portal capture current""}"
curriculos/2011/fontes/manifesto.csv,7,2011-ementario-ci055,curriculos/2011/fontes/ementario/disciplinas/161247.html,Ementário component record — CI055,UFPR,https://ementario.ufpr.br/ementario/disciplina.action?d=161247,2026-09-04,not stated,HTML page,curriculos/2011/fontes/ementario/disciplinas/161247.html,c231b4ffb8da01ab8af6e8725ea10020b881fc5288c92af843208c6f2a2df5fb,2011 established only for Resolution/PPC; portal capture current,department and ementa-field status for CI055,preserved,HTML captured unchanged; session identifiers removed by capture URL canonicalization.,,,single-origin,"{""accessed_at"": ""2026-09-04"", ""document_date"": ""not stated"", ""document_type"": ""HTML page"", ""id"": ""2011-ementario-ci055"", ""institution"": ""UFPR"", ""local_path"": ""curriculos/2011/fontes/ementario/disciplinas/161247.html"", ""notes"": ""HTML captured unchanged; session identifiers removed by capture URL canonicalization."", ""purpose"": ""department and ementa-field status for CI055"", ""sha256"": ""c231b4ffb8da01ab8af6e8725ea10020b881fc5288c92af843208c6f2a2df5fb"", ""source_url"": ""https://ementario.ufpr.br/ementario/disciplina.action?d=161247"", ""status"": ""preserved"", ""title"": ""Ementário component record — CI055"", ""version_or_validity"": ""2011 established only for Resolution/PPC; portal capture current""}"
curriculos/2011/fontes/manifesto.csv,8,2011-ementario-cm201,curriculos/2011/fontes/ementario/disciplinas/161248.html,Ementário component record — CM201,UFPR,https://ementario.ufpr.br/ementario/disciplina.action?d=161248,2026-09-04,not stated,HTML page,curriculos/2011/fontes/ementario/disciplinas/161248.html,8c59f398f97bfa24dd4694f3a6dda2232af29f340135995db425e4e06ea34880,2011 established only for Resolution/PPC; portal capture current,department and ementa-field status for CM201,preserved,HTML captured unchanged; session identifiers removed by capture URL canonicalization.,,,single-origin,"{""accessed_at"": ""2026-09-04"", ""document_date"": ""not stated"", ""document_type"": ""HTML page"", ""id"": ""2011-ementario-cm201"", ""institution"": ""UFPR"", ""local_path"": ""curriculos/2011/fontes/ementario/disciplinas/161248.html"", ""notes"": ""HTML captured unchanged; session identifiers removed by capture URL canonicalization."", ""purpose"": ""department and ementa-field status for CM201"", ""sha256"": ""8c59f398f97bfa24dd4694f3a6dda2232af29f340135995db425e4e06ea34880"", ""source_url"": ""https://ementario.ufpr.br/ementario/disciplina.action?d=161248"", ""status"": ""preserved"", ""title"": ""Ementário component record — CM201"", ""version_or_validity"": ""2011 established only for Resolution/PPC; portal capture current""}"
curriculos/2011/fontes/manifesto.csv,9,2011-ementario-cm045,curriculos/2011/fontes/ementario/disciplinas/161249.html,Ementário component record — CM045,UFPR,https://ementario.ufpr.br/ementario/disciplina.action?d=161249,2026-09-04,not stated,HTML page,curriculos/2011/fontes/ementario/disciplinas/161249.html,4e2f514e2494307e7ff3068fa32a2246e396787d6fdfcdb2705b1722512c5141,2011 established only for Resolution/PPC; portal capture current,department and ementa-field status for CM045,preserved,HTML captured unchanged; session identifiers removed by capture URL canonicalization.,,,single-origin,"{""accessed_at"": ""2026-09-04"", ""document_date"": ""not stated"", ""document_type"": ""HTML page"", ""id"": ""2011-ementario-cm045"", ""institution"": ""UFPR"", ""local_path"": ""curriculos/2011/fontes/ementario/disciplinas/161249.html"", ""notes"": ""HTML captured unchanged; session identifiers removed by capture URL canonicalization."", ""purpose"": ""department and ementa-field status for CM045"", ""sha256"": ""4e2f514e2494307e7ff3068fa32a2246e396787d6fdfcdb2705b1722512c5141"", ""source_url"": ""https://ementario.ufpr.br/ementario/disciplina.action?d=161249"", ""status"": ""preserved"", ""title"": ""Ementário component record — CM045"", ""version_or_validity"": ""2011 established only for Resolution/PPC; portal capture current""}"
curriculos/2011/fontes/manifesto.csv,10,2011-ementario-ba040,curriculos/2011/fontes/ementario/disciplinas/161250.html,Ementário component record — BA040,UFPR,https://ementario.ufpr.br/ementario/disciplina.action?d=161250,2026-09-04,not stated,HTML page,curriculos/2011/fontes/ementario/disciplinas/161250.html,5901f4c56c95db2c6e750b766d0c1e122d354537b2ed1520c3a3fce9dfa457eb,2011 established only for Resolution/PPC; portal capture current,department and ementa-field status for BA040,preserved,HTML captured unchanged; session identifiers removed by capture URL canonicalization.,,,single-origin,"{""accessed_at"": ""2026-09-04"", ""document_date"": ""not stated"", ""document_type"": ""HTML page"", ""id"": ""2011-ementario-ba040"", ""institution"": ""UFPR"", ""local_path"": ""curriculos/2011/fontes/ementario/disciplinas/161250.html"", ""notes"": ""HTML captured unchanged; session identifiers removed by capture URL canonicalization."", ""purpose"": ""department and ementa-field status for BA040"", ""sha256"": ""5901f4c56c95db2c6e750b766d0c1e122d354537b2ed1520c3a3fce9dfa457eb"", ""source_url"": ""https://ementario.ufpr.br/ementario/disciplina.action?d=161250"", ""status"": ""preserved"", ""title"": ""Ementário component record — BA040"", ""version_or_validity"": ""2011 established only for Resolution/PPC; portal capture current""}"
curriculos/2011/fontes/manifesto.csv,11,2011-ementario-ci243,curriculos/2011/fontes/ementario/disciplinas/161251.html,Ementário component record — CI243,UFPR,https://ementario.ufpr.br/ementario/disciplina.action?d=161251,2026-09-04,not stated,HTML page,curriculos/2011/fontes/ementario/disciplinas/161251.html,3f24d211c527398750c715b9ca02eb984c63b6ac8d4409e8c7c4c10a302d840a,2011 established only for Resolution/PPC; portal capture current,department and ementa-field status for CI243,preserved,HTML captured unchanged; session identifiers removed by capture URL canonicalization.,,,single-origin,"{""accessed_at"": ""2026-09-04"", ""document_date"": ""not stated"", ""document_type"": ""HTML page"", ""id"": ""2011-ementario-ci243"", ""institution"": ""UFPR"", ""local_path"": ""curriculos/2011/fontes/ementario/disciplinas/161251.html"", ""notes"": ""HTML captured unchanged; session identifiers removed by capture URL canonicalization."", ""purpose"": ""department and ementa-field status for CI243"", ""sha256"": ""3f24d211c527398750c715b9ca02eb984c63b6ac8d4409e8c7c4c10a302d840a"", ""source_url"": ""https://ementario.ufpr.br/ementario/disciplina.action?d=161251"", ""status"": ""preserved"", ""title"": ""Ementário component record — CI243"", ""version_or_validity"": ""2011 established only for Resolution/PPC; portal capture current""}"
curriculos/2011/fontes/manifesto.csv,12,2011-ementario-ci056,curriculos/2011/fontes/ementario/disciplinas/161252.html,Ementário component record — CI056,UFPR,https://ementario.ufpr.br/ementario/disciplina.action?d=161252,2026-09-04,not stated,HTML page,curriculos/2011/fontes/ementario/disciplinas/161252.html,1e223320bdff29151b8effb732a3808ef8446e890fcc8a1d1bb8b6c19bf67b08,2011 established only for Resolution/PPC; portal capture current,department and ementa-field status for CI056,preserved,HTML captured unchanged; session identifiers removed by capture URL canonicalization.,,,single-origin,"{""accessed_at"": ""2026-09-04"", ""document_date"": ""not stated"", ""document_type"": ""HTML page"", ""id"": ""2011-ementario-ci056"", ""institution"": ""UFPR"", ""local_path"": ""curriculos/2011/fontes/ementario/disciplinas/161252.html"", ""notes"": ""HTML captured unchanged; session identifiers removed by capture URL canonicalization."", ""purpose"": ""department and ementa-field status for CI056"", ""sha256"": ""1e223320bdff29151b8effb732a3808ef8446e890fcc8a1d1bb8b6c19bf67b08"", ""source_url"": ""https://ementario.ufpr.br/ementario/disciplina.action?d=161252"", ""status"": ""preserved"", ""title"": ""Ementário component record — CI056"", ""version_or_validity"": ""2011 established only for Resolution/PPC; portal capture current""}"
curriculos/2011/fontes/manifesto.csv,13,2011-ementario-ci067,curriculos/2011/fontes/ementario/disciplinas/161253.html,Ementário component record — CI067,UFPR,https://ementario.ufpr.br/ementario/disciplina.action?d=161253,2026-09-04,not stated,HTML page,curriculos/2011/fontes/ementario/disciplinas/161253.html,e509cff9255e12cb78389264b7a04e6175ebf780ac5a68b78db92d2014c530c4,2011 established only for Resolution/PPC; portal capture current,department and ementa-field status for CI067,preserved,HTML captured unchanged; session identifiers removed by capture URL canonicalization.,,,single-origin,"{""accessed_at"": ""2026-09-04"", ""document_date"": ""not stated"", ""document_type"": ""HTML page"", ""id"": ""2011-ementario-ci067"", ""institution"": ""UFPR"", ""local_path"": ""curriculos/2011/fontes/ementario/disciplinas/161253.html"", ""notes"": ""HTML captured unchanged; session identifiers removed by capture URL canonicalization."", ""purpose"": ""department and ementa-field status for CI067"", ""sha256"": ""e509cff9255e12cb78389264b7a04e6175ebf780ac5a68b78db92d2014c530c4"", ""source_url"": ""https://ementario.ufpr.br/ementario/disciplina.action?d=161253"", ""status"": ""preserved"", ""title"": ""Ementário component record — CI067"", ""version_or_validity"": ""2011 established only for Resolution/PPC; portal capture current""}"
curriculos/2011/fontes/manifesto.csv,14,2011-ementario-cm005,curriculos/2011/fontes/ementario/disciplinas/161254.html,Ementário component record — CM005,UFPR,https://ementario.ufpr.br/ementario/disciplina.action?d=161254,2026-09-04,not stated,HTML page,curriculos/2011/fontes/ementario/disciplinas/161254.html,af2bae14ab5f0c5175049be81662c913338c1e97b75bc15560475a88007e90cd,2011 established only for Resolution/PPC; portal capture current,department and ementa-field status for CM005,preserved,HTML captured unchanged; session identifiers removed by capture URL canonicalization.,,,single-origin,"{""accessed_at"": ""2026-09-04"", ""document_date"": ""not stated"", ""document_type"": ""HTML page"", ""id"": ""2011-ementario-cm005"", ""institution"": ""UFPR"", ""local_path"": ""curriculos/2011/fontes/ementario/disciplinas/161254.html"", ""notes"": ""HTML captured unchanged; session identifiers removed by capture URL canonicalization."", ""purpose"": ""department and ementa-field status for CM005"", ""sha256"": ""af2bae14ab5f0c5175049be81662c913338c1e97b75bc15560475a88007e90cd"", ""source_url"": ""https://ementario.ufpr.br/ementario/disciplina.action?d=161254"", ""status"": ""preserved"", ""title"": ""Ementário component record — CM005"", ""version_or_validity"": ""2011 established only for Resolution/PPC; portal capture current""}"
curriculos/2011/fontes/manifesto.csv,15,2011-ementario-bq005,curriculos/2011/fontes/ementario/disciplinas/161255.html,Ementário component record — BQ005,UFPR,https://ementario.ufpr.br/ementario/disciplina.action?d=161255,2026-09-04,not stated,HTML page,curriculos/2011/fontes/ementario/disciplinas/161255.html,b47c7fd7f9d131a33a64f604f91b9edcc629245bd02bcfd5a862a478e16ccc02,2011 established only for Resolution/PPC; portal capture current,department and ementa-field status for BQ005,preserved,HTML captured unchanged; session identifiers removed by capture URL canonicalization.,,,single-origin,"{""accessed_at"": ""2026-09-04"", ""document_date"": ""not stated"", ""document_type"": ""HTML page"", ""id"": ""2011-ementario-bq005"", ""institution"": ""UFPR"", ""local_path"": ""curriculos/2011/fontes/ementario/disciplinas/161255.html"", ""notes"": ""HTML captured unchanged; session identifiers removed by capture URL canonicalization."", ""purpose"": ""department and ementa-field status for BQ005"", ""sha256"": ""b47c7fd7f9d131a33a64f604f91b9edcc629245bd02bcfd5a862a478e16ccc02"", ""source_url"": ""https://ementario.ufpr.br/ementario/disciplina.action?d=161255"", ""status"": ""preserved"", ""title"": ""Ementário component record — BQ005"", ""version_or_validity"": ""2011 established only for Resolution/PPC; portal capture current""}"
