source_worksheet,source_cell,source_row,source_workbook,workbook_sha256,period,period_source,id_pesquisa,questionnaire_id,question_id,questionnaire,question,course_code,course_literal,sector_code,sector_literal,response_type,institution,category,value,unit,universe,denominator,notes,structural_status
dados,A13314:N13314,13314,administracao/historico/fontes/documentos/cpa-avaliacao-curso-informatica-biomedica-2022.xlsx,4c968ff6e4c32b9d023cfd4f783c0a38b3474bbcde231c383587a9198771cf40,AVALIAÇÃO DE CURSOS 2022 (13 a 28 de fevereiro 2023),Questoes!C2:C48,9164,285,1062,SERVIÇOS TERCEIRIZADOS,"Qualidade dos serviços de atendimento ao público: recepções, portarias e guaritas:",40001016064G0,INFORMÁTICA BIOMÉDICA,110,SETOR DE CIÊNCIAS EXATAS,A,UFPR,SERVIÇOS TERCEIRIZADOS,Excelente,literal response,three course respondents as explicitly labelled in Quantidade de respostas,3,One source response row. ID_PESQUISA is retained literally and is not reinterpreted as a person identifier. Course code/name are copied from the same row; respondent count is copied from the course quantity table.,direct source row; no category reinterpretation
dados,A13315:N13315,13315,administracao/historico/fontes/documentos/cpa-avaliacao-curso-informatica-biomedica-2022.xlsx,4c968ff6e4c32b9d023cfd4f783c0a38b3474bbcde231c383587a9198771cf40,AVALIAÇÃO DE CURSOS 2022 (13 a 28 de fevereiro 2023),Questoes!C2:C48,9164,286,1063,SALAS DE AULA,"Adequação e flexibilidade de organização do espaço perante às necessidades do curso, incluindo as condições de conforto do ambiente:",40001016064G0,INFORMÁTICA BIOMÉDICA,110,SETOR DE CIÊNCIAS EXATAS,A,UFPR,SALAS DE AULA,Bom,literal response,three course respondents as explicitly labelled in Quantidade de respostas,3,One source response row. ID_PESQUISA is retained literally and is not reinterpreted as a person identifier. Course code/name are copied from the same row; respondent count is copied from the course quantity table.,direct source row; no category reinterpretation
dados,A13316:N13316,13316,administracao/historico/fontes/documentos/cpa-avaliacao-curso-informatica-biomedica-2022.xlsx,4c968ff6e4c32b9d023cfd4f783c0a38b3474bbcde231c383587a9198771cf40,AVALIAÇÃO DE CURSOS 2022 (13 a 28 de fevereiro 2023),Questoes!C2:C48,9164,286,1064,SALAS DE AULA,"Recursos de tecnologia da informação e comunicação, incluindo as ações de modernização dos equipamentos:",40001016064G0,INFORMÁTICA BIOMÉDICA,110,SETOR DE CIÊNCIAS EXATAS,A,UFPR,SALAS DE AULA,Bom,literal response,three course respondents as explicitly labelled in Quantidade de respostas,3,One source response row. ID_PESQUISA is retained literally and is not reinterpreted as a person identifier. Course code/name are copied from the same row; respondent count is copied from the course quantity table.,direct source row; no category reinterpretation
dados,A13317:N13317,13317,administracao/historico/fontes/documentos/cpa-avaliacao-curso-informatica-biomedica-2022.xlsx,4c968ff6e4c32b9d023cfd4f783c0a38b3474bbcde231c383587a9198771cf40,AVALIAÇÃO DE CURSOS 2022 (13 a 28 de fevereiro 2023),Questoes!C2:C48,9164,289,1072,BIBLIOTECAS,Atualização e manutenção do acervo físico e/ou digital:,40001016064G0,INFORMÁTICA BIOMÉDICA,110,SETOR DE CIÊNCIAS EXATAS,A,UFPR,BIBLIOTECAS,Não sei responder,literal response,three course respondents as explicitly labelled in Quantidade de respostas,3,One source response row. ID_PESQUISA is retained literally and is not reinterpreted as a person identifier. Course code/name are copied from the same row; respondent count is copied from the course quantity table.,direct source row; no category reinterpretation
dados,A13318:N13318,13318,administracao/historico/fontes/documentos/cpa-avaliacao-curso-informatica-biomedica-2022.xlsx,4c968ff6e4c32b9d023cfd4f783c0a38b3474bbcde231c383587a9198771cf40,AVALIAÇÃO DE CURSOS 2022 (13 a 28 de fevereiro 2023),Questoes!C2:C48,9164,289,1073,BIBLIOTECAS,Uso do catálogo eletrônico (acervo.ufpr.br):,40001016064G0,INFORMÁTICA BIOMÉDICA,110,SETOR DE CIÊNCIAS EXATAS,A,UFPR,BIBLIOTECAS,Não sei responder,literal response,three course respondents as explicitly labelled in Quantidade de respostas,3,One source response row. ID_PESQUISA is retained literally and is not reinterpreted as a person identifier. Course code/name are copied from the same row; respondent count is copied from the course quantity table.,direct source row; no category reinterpretation
dados,A13319:N13319,13319,administracao/historico/fontes/documentos/cpa-avaliacao-curso-informatica-biomedica-2022.xlsx,4c968ff6e4c32b9d023cfd4f783c0a38b3474bbcde231c383587a9198771cf40,AVALIAÇÃO DE CURSOS 2022 (13 a 28 de fevereiro 2023),Questoes!C2:C48,9164,289,1074,BIBLIOTECAS,Horário(s) de funcionamento:,40001016064G0,INFORMÁTICA BIOMÉDICA,110,SETOR DE CIÊNCIAS EXATAS,A,UFPR,BIBLIOTECAS,Não sei responder,literal response,three course respondents as explicitly labelled in Quantidade de respostas,3,One source response row. ID_PESQUISA is retained literally and is not reinterpreted as a person identifier. Course code/name are copied from the same row; respondent count is copied from the course quantity table.,direct source row; no category reinterpretation
dados,A13320:N13320,13320,administracao/historico/fontes/documentos/cpa-avaliacao-curso-informatica-biomedica-2022.xlsx,4c968ff6e4c32b9d023cfd4f783c0a38b3474bbcde231c383587a9198771cf40,AVALIAÇÃO DE CURSOS 2022 (13 a 28 de fevereiro 2023),Questoes!C2:C48,9164,289,1075,BIBLIOTECAS,"Canais de comunicação (portal do SiBi, redes sociais e outros):",40001016064G0,INFORMÁTICA BIOMÉDICA,110,SETOR DE CIÊNCIAS EXATAS,A,UFPR,BIBLIOTECAS,Não sei responder,literal response,three course respondents as explicitly labelled in Quantidade de respostas,3,One source response row. ID_PESQUISA is retained literally and is not reinterpreted as a person identifier. Course code/name are copied from the same row; respondent count is copied from the course quantity table.,direct source row; no category reinterpretation
dados,A13321:N13321,13321,administracao/historico/fontes/documentos/cpa-avaliacao-curso-informatica-biomedica-2022.xlsx,4c968ff6e4c32b9d023cfd4f783c0a38b3474bbcde231c383587a9198771cf40,AVALIAÇÃO DE CURSOS 2022 (13 a 28 de fevereiro 2023),Questoes!C2:C48,9164,289,1076,BIBLIOTECAS,Oferta de capacitações aos usuários:,40001016064G0,INFORMÁTICA BIOMÉDICA,110,SETOR DE CIÊNCIAS EXATAS,A,UFPR,BIBLIOTECAS,Não sei responder,literal response,three course respondents as explicitly labelled in Quantidade de respostas,3,One source response row. ID_PESQUISA is retained literally and is not reinterpreted as a person identifier. Course code/name are copied from the same row; respondent count is copied from the course quantity table.,direct source row; no category reinterpretation
dados,A13322:N13322,13322,administracao/historico/fontes/documentos/cpa-avaliacao-curso-informatica-biomedica-2022.xlsx,4c968ff6e4c32b9d023cfd4f783c0a38b3474bbcde231c383587a9198771cf40,AVALIAÇÃO DE CURSOS 2022 (13 a 28 de fevereiro 2023),Questoes!C2:C48,9164,289,1077,BIBLIOTECAS,Contéudos de acesso digital (Repositório Digital Institucional e bases/plataformas de dados):,40001016064G0,INFORMÁTICA BIOMÉDICA,110,SETOR DE CIÊNCIAS EXATAS,A,UFPR,BIBLIOTECAS,Não sei responder,literal response,three course respondents as explicitly labelled in Quantidade de respostas,3,One source response row. ID_PESQUISA is retained literally and is not reinterpreted as a person identifier. Course code/name are copied from the same row; respondent count is copied from the course quantity table.,direct source row; no category reinterpretation
dados,A13323:N13323,13323,administracao/historico/fontes/documentos/cpa-avaliacao-curso-informatica-biomedica-2022.xlsx,4c968ff6e4c32b9d023cfd4f783c0a38b3474bbcde231c383587a9198771cf40,AVALIAÇÃO DE CURSOS 2022 (13 a 28 de fevereiro 2023),Questoes!C2:C48,9164,289,1078,BIBLIOTECAS,Atendimento às necessidades de acessibilidade física e informacional:,40001016064G0,INFORMÁTICA BIOMÉDICA,110,SETOR DE CIÊNCIAS EXATAS,A,UFPR,BIBLIOTECAS,Não sei responder,literal response,three course respondents as explicitly labelled in Quantidade de respostas,3,One source response row. ID_PESQUISA is retained literally and is not reinterpreted as a person identifier. Course code/name are copied from the same row; respondent count is copied from the course quantity table.,direct source row; no category reinterpretation
dados,A13324:N13324,13324,administracao/historico/fontes/documentos/cpa-avaliacao-curso-informatica-biomedica-2022.xlsx,4c968ff6e4c32b9d023cfd4f783c0a38b3474bbcde231c383587a9198771cf40,AVALIAÇÃO DE CURSOS 2022 (13 a 28 de fevereiro 2023),Questoes!C2:C48,9164,290,1079,SISTEMAS E REDES,SIGA - atendimento às atividades acadêmicas do curso:,40001016064G0,INFORMÁTICA BIOMÉDICA,110,SETOR DE CIÊNCIAS EXATAS,A,UFPR,SISTEMAS E REDES,Regular,literal response,three course respondents as explicitly labelled in Quantidade de respostas,3,One source response row. ID_PESQUISA is retained literally and is not reinterpreted as a person identifier. Course code/name are copied from the same row; respondent count is copied from the course quantity table.,direct source row; no category reinterpretation
dados,A13325:N13325,13325,administracao/historico/fontes/documentos/cpa-avaliacao-curso-informatica-biomedica-2022.xlsx,4c968ff6e4c32b9d023cfd4f783c0a38b3474bbcde231c383587a9198771cf40,AVALIAÇÃO DE CURSOS 2022 (13 a 28 de fevereiro 2023),Questoes!C2:C48,9164,290,1080,SISTEMAS E REDES,UFPR VIRTUAL - atendimento às atividades acadêmicas do curso :,40001016064G0,INFORMÁTICA BIOMÉDICA,110,SETOR DE CIÊNCIAS EXATAS,A,UFPR,SISTEMAS E REDES,Regular,literal response,three course respondents as explicitly labelled in Quantidade de respostas,3,One source response row. ID_PESQUISA is retained literally and is not reinterpreted as a person identifier. Course code/name are copied from the same row; respondent count is copied from the course quantity table.,direct source row; no category reinterpretation
dados,A13326:N13326,13326,administracao/historico/fontes/documentos/cpa-avaliacao-curso-informatica-biomedica-2022.xlsx,4c968ff6e4c32b9d023cfd4f783c0a38b3474bbcde231c383587a9198771cf40,AVALIAÇÃO DE CURSOS 2022 (13 a 28 de fevereiro 2023),Questoes!C2:C48,9164,290,1081,SISTEMAS E REDES,Qualidade das redes ofertadas pela instituição:,40001016064G0,INFORMÁTICA BIOMÉDICA,110,SETOR DE CIÊNCIAS EXATAS,A,UFPR,SISTEMAS E REDES,Bom,literal response,three course respondents as explicitly labelled in Quantidade de respostas,3,One source response row. ID_PESQUISA is retained literally and is not reinterpreted as a person identifier. Course code/name are copied from the same row; respondent count is copied from the course quantity table.,direct source row; no category reinterpretation
dados,A13327:N13327,13327,administracao/historico/fontes/documentos/cpa-avaliacao-curso-informatica-biomedica-2022.xlsx,4c968ff6e4c32b9d023cfd4f783c0a38b3474bbcde231c383587a9198771cf40,AVALIAÇÃO DE CURSOS 2022 (13 a 28 de fevereiro 2023),Questoes!C2:C48,9164,291,1082,AVALIAÇÃO DE SERVIÇOS,Coordenação do Curso:,40001016064G0,INFORMÁTICA BIOMÉDICA,110,SETOR DE CIÊNCIAS EXATAS,A,UFPR,AVALIAÇÃO DE SERVIÇOS,8,literal response,three course respondents as explicitly labelled in Quantidade de respostas,3,One source response row. ID_PESQUISA is retained literally and is not reinterpreted as a person identifier. Course code/name are copied from the same row; respondent count is copied from the course quantity table.,direct source row; no category reinterpretation
dados,A13328:N13328,13328,administracao/historico/fontes/documentos/cpa-avaliacao-curso-informatica-biomedica-2022.xlsx,4c968ff6e4c32b9d023cfd4f783c0a38b3474bbcde231c383587a9198771cf40,AVALIAÇÃO DE CURSOS 2022 (13 a 28 de fevereiro 2023),Questoes!C2:C48,9164,291,1083,AVALIAÇÃO DE SERVIÇOS,Secretaria do Curso:,40001016064G0,INFORMÁTICA BIOMÉDICA,110,SETOR DE CIÊNCIAS EXATAS,A,UFPR,AVALIAÇÃO DE SERVIÇOS,10,literal response,three course respondents as explicitly labelled in Quantidade de respostas,3,One source response row. ID_PESQUISA is retained literally and is not reinterpreted as a person identifier. Course code/name are copied from the same row; respondent count is copied from the course quantity table.,direct source row; no category reinterpretation
dados,A13329:N13329,13329,administracao/historico/fontes/documentos/cpa-avaliacao-curso-informatica-biomedica-2022.xlsx,4c968ff6e4c32b9d023cfd4f783c0a38b3474bbcde231c383587a9198771cf40,AVALIAÇÃO DE CURSOS 2022 (13 a 28 de fevereiro 2023),Questoes!C2:C48,9164,291,1084,AVALIAÇÃO DE SERVIÇOS,Secretarias dos departamentos que atendem ao curso:,40001016064G0,INFORMÁTICA BIOMÉDICA,110,SETOR DE CIÊNCIAS EXATAS,A,UFPR,AVALIAÇÃO DE SERVIÇOS,10,literal response,three course respondents as explicitly labelled in Quantidade de respostas,3,One source response row. ID_PESQUISA is retained literally and is not reinterpreted as a person identifier. Course code/name are copied from the same row; respondent count is copied from the course quantity table.,direct source row; no category reinterpretation
dados,A13330:N13330,13330,administracao/historico/fontes/documentos/cpa-avaliacao-curso-informatica-biomedica-2022.xlsx,4c968ff6e4c32b9d023cfd4f783c0a38b3474bbcde231c383587a9198771cf40,AVALIAÇÃO DE CURSOS 2022 (13 a 28 de fevereiro 2023),Questoes!C2:C48,9164,291,1085,AVALIAÇÃO DE SERVIÇOS,Biblioteca(s):,40001016064G0,INFORMÁTICA BIOMÉDICA,110,SETOR DE CIÊNCIAS EXATAS,A,UFPR,AVALIAÇÃO DE SERVIÇOS,Não utilizei o serviço,literal response,three course respondents as explicitly labelled in Quantidade de respostas,3,One source response row. ID_PESQUISA is retained literally and is not reinterpreted as a person identifier. Course code/name are copied from the same row; respondent count is copied from the course quantity table.,direct source row; no category reinterpretation
dados,A13331:N13331,13331,administracao/historico/fontes/documentos/cpa-avaliacao-curso-informatica-biomedica-2022.xlsx,4c968ff6e4c32b9d023cfd4f783c0a38b3474bbcde231c383587a9198771cf40,AVALIAÇÃO DE CURSOS 2022 (13 a 28 de fevereiro 2023),Questoes!C2:C48,9164,291,1086,AVALIAÇÃO DE SERVIÇOS,"Laboratório(s), quando houver:",40001016064G0,INFORMÁTICA BIOMÉDICA,110,SETOR DE CIÊNCIAS EXATAS,A,UFPR,AVALIAÇÃO DE SERVIÇOS,8,literal response,three course respondents as explicitly labelled in Quantidade de respostas,3,One source response row. ID_PESQUISA is retained literally and is not reinterpreted as a person identifier. Course code/name are copied from the same row; respondent count is copied from the course quantity table.,direct source row; no category reinterpretation
dados,A13332:N13332,13332,administracao/historico/fontes/documentos/cpa-avaliacao-curso-informatica-biomedica-2022.xlsx,4c968ff6e4c32b9d023cfd4f783c0a38b3474bbcde231c383587a9198771cf40,AVALIAÇÃO DE CURSOS 2022 (13 a 28 de fevereiro 2023),Questoes!C2:C48,9164,291,1087,AVALIAÇÃO DE SERVIÇOS,Unidade de atendimento ao público da PROGRAD:,40001016064G0,INFORMÁTICA BIOMÉDICA,110,SETOR DE CIÊNCIAS EXATAS,A,UFPR,AVALIAÇÃO DE SERVIÇOS,Não utilizei o serviço,literal response,three course respondents as explicitly labelled in Quantidade de respostas,3,One source response row. ID_PESQUISA is retained literally and is not reinterpreted as a person identifier. Course code/name are copied from the same row; respondent count is copied from the course quantity table.,direct source row; no category reinterpretation
dados,A13333:N13333,13333,administracao/historico/fontes/documentos/cpa-avaliacao-curso-informatica-biomedica-2022.xlsx,4c968ff6e4c32b9d023cfd4f783c0a38b3474bbcde231c383587a9198771cf40,AVALIAÇÃO DE CURSOS 2022 (13 a 28 de fevereiro 2023),Questoes!C2:C48,9164,291,1088,AVALIAÇÃO DE SERVIÇOS,Unidade de estágio da PROGRAD:,40001016064G0,INFORMÁTICA BIOMÉDICA,110,SETOR DE CIÊNCIAS EXATAS,A,UFPR,AVALIAÇÃO DE SERVIÇOS,6,literal response,three course respondents as explicitly labelled in Quantidade de respostas,3,One source response row. ID_PESQUISA is retained literally and is not reinterpreted as a person identifier. Course code/name are copied from the same row; respondent count is copied from the course quantity table.,direct source row; no category reinterpretation
dados,A13334:N13334,13334,administracao/historico/fontes/documentos/cpa-avaliacao-curso-informatica-biomedica-2022.xlsx,4c968ff6e4c32b9d023cfd4f783c0a38b3474bbcde231c383587a9198771cf40,AVALIAÇÃO DE CURSOS 2022 (13 a 28 de fevereiro 2023),Questoes!C2:C48,9164,291,1089,AVALIAÇÃO DE SERVIÇOS,Unidade da extensão da PROEC:,40001016064G0,INFORMÁTICA BIOMÉDICA,110,SETOR DE CIÊNCIAS EXATAS,A,UFPR,AVALIAÇÃO DE SERVIÇOS,Não utilizei o serviço,literal response,three course respondents as explicitly labelled in Quantidade de respostas,3,One source response row. ID_PESQUISA is retained literally and is not reinterpreted as a person identifier. Course code/name are copied from the same row; respondent count is copied from the course quantity table.,direct source row; no category reinterpretation
dados,A13335:N13335,13335,administracao/historico/fontes/documentos/cpa-avaliacao-curso-informatica-biomedica-2022.xlsx,4c968ff6e4c32b9d023cfd4f783c0a38b3474bbcde231c383587a9198771cf40,AVALIAÇÃO DE CURSOS 2022 (13 a 28 de fevereiro 2023),Questoes!C2:C48,9164,291,1090,AVALIAÇÃO DE SERVIÇOS,"Unidade de apoio pedagógico, psicológico e social da PRAE:",40001016064G0,INFORMÁTICA BIOMÉDICA,110,SETOR DE CIÊNCIAS EXATAS,C,UFPR,AVALIAÇÃO DE SERVIÇOS,Não utilizei o serviço,literal response,three course respondents as explicitly labelled in Quantidade de respostas,3,One source response row. ID_PESQUISA is retained literally and is not reinterpreted as a person identifier. Course code/name are copied from the same row; respondent count is copied from the course quantity table.,direct source row; no category reinterpretation
dados,A13336:N13336,13336,administracao/historico/fontes/documentos/cpa-avaliacao-curso-informatica-biomedica-2022.xlsx,4c968ff6e4c32b9d023cfd4f783c0a38b3474bbcde231c383587a9198771cf40,AVALIAÇÃO DE CURSOS 2022 (13 a 28 de fevereiro 2023),Questoes!C2:C48,9164,291,1091,AVALIAÇÃO DE SERVIÇOS,Unidade de apoio à saúde (Casas) da PROGEPE:,40001016064G0,INFORMÁTICA BIOMÉDICA,110,SETOR DE CIÊNCIAS EXATAS,C,UFPR,AVALIAÇÃO DE SERVIÇOS,Não utilizei o serviço,literal response,three course respondents as explicitly labelled in Quantidade de respostas,3,One source response row. ID_PESQUISA is retained literally and is not reinterpreted as a person identifier. Course code/name are copied from the same row; respondent count is copied from the course quantity table.,direct source row; no category reinterpretation
dados,A13337:N13337,13337,administracao/historico/fontes/documentos/cpa-avaliacao-curso-informatica-biomedica-2022.xlsx,4c968ff6e4c32b9d023cfd4f783c0a38b3474bbcde231c383587a9198771cf40,AVALIAÇÃO DE CURSOS 2022 (13 a 28 de fevereiro 2023),Questoes!C2:C48,9164,291,1092,AVALIAÇÃO DE SERVIÇOS,"SIPAD (Superintendência de Inclusão, Políticas Afirmativas e Diversidade):",40001016064G0,INFORMÁTICA BIOMÉDICA,110,SETOR DE CIÊNCIAS EXATAS,C,UFPR,AVALIAÇÃO DE SERVIÇOS,Não utilizei o serviço,literal response,three course respondents as explicitly labelled in Quantidade de respostas,3,One source response row. ID_PESQUISA is retained literally and is not reinterpreted as a person identifier. Course code/name are copied from the same row; respondent count is copied from the course quantity table.,direct source row; no category reinterpretation
dados,A13338:N13338,13338,administracao/historico/fontes/documentos/cpa-avaliacao-curso-informatica-biomedica-2022.xlsx,4c968ff6e4c32b9d023cfd4f783c0a38b3474bbcde231c383587a9198771cf40,AVALIAÇÃO DE CURSOS 2022 (13 a 28 de fevereiro 2023),Questoes!C2:C48,9164,291,1093,AVALIAÇÃO DE SERVIÇOS,Ouvidoria da UFPR:,40001016064G0,INFORMÁTICA BIOMÉDICA,110,SETOR DE CIÊNCIAS EXATAS,C,UFPR,AVALIAÇÃO DE SERVIÇOS,Não utilizei o serviço,literal response,three course respondents as explicitly labelled in Quantidade de respostas,3,One source response row. ID_PESQUISA is retained literally and is not reinterpreted as a person identifier. Course code/name are copied from the same row; respondent count is copied from the course quantity table.,direct source row; no category reinterpretation
