source_worksheet,source_cells,source_workbook,workbook_sha256,period,period_source,questionnaire_id,question_id,questionnaire,question,response_type,category,value,unit,universe,denominator,percentage,notes,structural_status
dados,F13399,administracao/historico/fontes/documentos/cpa-avaliacao-curso-informatica-biomedica-2022.xlsx,4c968ff6e4c32b9d023cfd4f783c0a38b3474bbcde231c383587a9198771cf40,AVALIAÇÃO DE CURSOS 2022 (13 a 28 de fevereiro 2023),Questoes!C2:C48,285,1059,SERVIÇOS TERCEIRIZADOS,Qualidade dos serviços de limpeza e higiene dos ambientes:,A,Regular,1,responses,responses to this question from the three explicitly labelled course respondents,3,0.3333333333333333,Count and proportion derived only from cited literal response cells; categories are not combined.,mechanical frequency from source rows
dados,F13312;F13356,administracao/historico/fontes/documentos/cpa-avaliacao-curso-informatica-biomedica-2022.xlsx,4c968ff6e4c32b9d023cfd4f783c0a38b3474bbcde231c383587a9198771cf40,AVALIAÇÃO DE CURSOS 2022 (13 a 28 de fevereiro 2023),Questoes!C2:C48,285,1060,SERVIÇOS TERCEIRIZADOS,Qualidade dos serviços de manutenção dos ambientes internos e externos:,A,Excelente,2,responses,responses to this question from the three explicitly labelled course respondents,3,0.6666666666666666,Count and proportion derived only from cited literal response cells; categories are not combined.,mechanical frequency from source rows
dados,F13400,administracao/historico/fontes/documentos/cpa-avaliacao-curso-informatica-biomedica-2022.xlsx,4c968ff6e4c32b9d023cfd4f783c0a38b3474bbcde231c383587a9198771cf40,AVALIAÇÃO DE CURSOS 2022 (13 a 28 de fevereiro 2023),Questoes!C2:C48,285,1060,SERVIÇOS TERCEIRIZADOS,Qualidade dos serviços de manutenção dos ambientes internos e externos:,A,Regular,1,responses,responses to this question from the three explicitly labelled course respondents,3,0.3333333333333333,Count and proportion derived only from cited literal response cells; categories are not combined.,mechanical frequency from source rows
dados,F13313;F13357,administracao/historico/fontes/documentos/cpa-avaliacao-curso-informatica-biomedica-2022.xlsx,4c968ff6e4c32b9d023cfd4f783c0a38b3474bbcde231c383587a9198771cf40,AVALIAÇÃO DE CURSOS 2022 (13 a 28 de fevereiro 2023),Questoes!C2:C48,285,1061,SERVIÇOS TERCEIRIZADOS,Qualidade do atendimento nos restaurantes universitários :,A,Excelente,2,responses,responses to this question from the three explicitly labelled course respondents,3,0.6666666666666666,Count and proportion derived only from cited literal response cells; categories are not combined.,mechanical frequency from source rows
dados,F13401,administracao/historico/fontes/documentos/cpa-avaliacao-curso-informatica-biomedica-2022.xlsx,4c968ff6e4c32b9d023cfd4f783c0a38b3474bbcde231c383587a9198771cf40,AVALIAÇÃO DE CURSOS 2022 (13 a 28 de fevereiro 2023),Questoes!C2:C48,285,1061,SERVIÇOS TERCEIRIZADOS,Qualidade do atendimento nos restaurantes universitários :,A,Regular,1,responses,responses to this question from the three explicitly labelled course respondents,3,0.3333333333333333,Count and proportion derived only from cited literal response cells; categories are not combined.,mechanical frequency from source rows
dados,F13314;F13358,administracao/historico/fontes/documentos/cpa-avaliacao-curso-informatica-biomedica-2022.xlsx,4c968ff6e4c32b9d023cfd4f783c0a38b3474bbcde231c383587a9198771cf40,AVALIAÇÃO DE CURSOS 2022 (13 a 28 de fevereiro 2023),Questoes!C2:C48,285,1062,SERVIÇOS TERCEIRIZADOS,"Qualidade dos serviços de atendimento ao público: recepções, portarias e guaritas:",A,Excelente,2,responses,responses to this question from the three explicitly labelled course respondents,3,0.6666666666666666,Count and proportion derived only from cited literal response cells; categories are not combined.,mechanical frequency from source rows
dados,F13402,administracao/historico/fontes/documentos/cpa-avaliacao-curso-informatica-biomedica-2022.xlsx,4c968ff6e4c32b9d023cfd4f783c0a38b3474bbcde231c383587a9198771cf40,AVALIAÇÃO DE CURSOS 2022 (13 a 28 de fevereiro 2023),Questoes!C2:C48,285,1062,SERVIÇOS TERCEIRIZADOS,"Qualidade dos serviços de atendimento ao público: recepções, portarias e guaritas:",A,Regular,1,responses,responses to this question from the three explicitly labelled course respondents,3,0.3333333333333333,Count and proportion derived only from cited literal response cells; categories are not combined.,mechanical frequency from source rows
dados,F13315,administracao/historico/fontes/documentos/cpa-avaliacao-curso-informatica-biomedica-2022.xlsx,4c968ff6e4c32b9d023cfd4f783c0a38b3474bbcde231c383587a9198771cf40,AVALIAÇÃO DE CURSOS 2022 (13 a 28 de fevereiro 2023),Questoes!C2:C48,286,1063,SALAS DE AULA,"Adequação e flexibilidade de organização do espaço perante às necessidades do curso, incluindo as condições de conforto do ambiente:",A,Bom,1,responses,responses to this question from the three explicitly labelled course respondents,3,0.3333333333333333,Count and proportion derived only from cited literal response cells; categories are not combined.,mechanical frequency from source rows
dados,F13359,administracao/historico/fontes/documentos/cpa-avaliacao-curso-informatica-biomedica-2022.xlsx,4c968ff6e4c32b9d023cfd4f783c0a38b3474bbcde231c383587a9198771cf40,AVALIAÇÃO DE CURSOS 2022 (13 a 28 de fevereiro 2023),Questoes!C2:C48,286,1063,SALAS DE AULA,"Adequação e flexibilidade de organização do espaço perante às necessidades do curso, incluindo as condições de conforto do ambiente:",A,Regular,1,responses,responses to this question from the three explicitly labelled course respondents,3,0.3333333333333333,Count and proportion derived only from cited literal response cells; categories are not combined.,mechanical frequency from source rows
dados,F13403,administracao/historico/fontes/documentos/cpa-avaliacao-curso-informatica-biomedica-2022.xlsx,4c968ff6e4c32b9d023cfd4f783c0a38b3474bbcde231c383587a9198771cf40,AVALIAÇÃO DE CURSOS 2022 (13 a 28 de fevereiro 2023),Questoes!C2:C48,286,1063,SALAS DE AULA,"Adequação e flexibilidade de organização do espaço perante às necessidades do curso, incluindo as condições de conforto do ambiente:",A,Ruim,1,responses,responses to this question from the three explicitly labelled course respondents,3,0.3333333333333333,Count and proportion derived only from cited literal response cells; categories are not combined.,mechanical frequency from source rows
dados,F13316,administracao/historico/fontes/documentos/cpa-avaliacao-curso-informatica-biomedica-2022.xlsx,4c968ff6e4c32b9d023cfd4f783c0a38b3474bbcde231c383587a9198771cf40,AVALIAÇÃO DE CURSOS 2022 (13 a 28 de fevereiro 2023),Questoes!C2:C48,286,1064,SALAS DE AULA,"Recursos de tecnologia da informação e comunicação, incluindo as ações de modernização dos equipamentos:",A,Bom,1,responses,responses to this question from the three explicitly labelled course respondents,3,0.3333333333333333,Count and proportion derived only from cited literal response cells; categories are not combined.,mechanical frequency from source rows
dados,F13404,administracao/historico/fontes/documentos/cpa-avaliacao-curso-informatica-biomedica-2022.xlsx,4c968ff6e4c32b9d023cfd4f783c0a38b3474bbcde231c383587a9198771cf40,AVALIAÇÃO DE CURSOS 2022 (13 a 28 de fevereiro 2023),Questoes!C2:C48,286,1064,SALAS DE AULA,"Recursos de tecnologia da informação e comunicação, incluindo as ações de modernização dos equipamentos:",A,Regular,1,responses,responses to this question from the three explicitly labelled course respondents,3,0.3333333333333333,Count and proportion derived only from cited literal response cells; categories are not combined.,mechanical frequency from source rows
dados,F13360,administracao/historico/fontes/documentos/cpa-avaliacao-curso-informatica-biomedica-2022.xlsx,4c968ff6e4c32b9d023cfd4f783c0a38b3474bbcde231c383587a9198771cf40,AVALIAÇÃO DE CURSOS 2022 (13 a 28 de fevereiro 2023),Questoes!C2:C48,286,1064,SALAS DE AULA,"Recursos de tecnologia da informação e comunicação, incluindo as ações de modernização dos equipamentos:",A,Ruim,1,responses,responses to this question from the three explicitly labelled course respondents,3,0.3333333333333333,Count and proportion derived only from cited literal response cells; categories are not combined.,mechanical frequency from source rows
dados,F13405,administracao/historico/fontes/documentos/cpa-avaliacao-curso-informatica-biomedica-2022.xlsx,4c968ff6e4c32b9d023cfd4f783c0a38b3474bbcde231c383587a9198771cf40,AVALIAÇÃO DE CURSOS 2022 (13 a 28 de fevereiro 2023),Questoes!C2:C48,289,1072,BIBLIOTECAS,Atualização e manutenção do acervo físico e/ou digital:,A,Bom,1,responses,responses to this question from the three explicitly labelled course respondents,3,0.3333333333333333,Count and proportion derived only from cited literal response cells; categories are not combined.,mechanical frequency from source rows
dados,F13317;F13361,administracao/historico/fontes/documentos/cpa-avaliacao-curso-informatica-biomedica-2022.xlsx,4c968ff6e4c32b9d023cfd4f783c0a38b3474bbcde231c383587a9198771cf40,AVALIAÇÃO DE CURSOS 2022 (13 a 28 de fevereiro 2023),Questoes!C2:C48,289,1072,BIBLIOTECAS,Atualização e manutenção do acervo físico e/ou digital:,A,Não sei responder,2,responses,responses to this question from the three explicitly labelled course respondents,3,0.6666666666666666,Count and proportion derived only from cited literal response cells; categories are not combined.,mechanical frequency from source rows
dados,F13406,administracao/historico/fontes/documentos/cpa-avaliacao-curso-informatica-biomedica-2022.xlsx,4c968ff6e4c32b9d023cfd4f783c0a38b3474bbcde231c383587a9198771cf40,AVALIAÇÃO DE CURSOS 2022 (13 a 28 de fevereiro 2023),Questoes!C2:C48,289,1073,BIBLIOTECAS,Uso do catálogo eletrônico (acervo.ufpr.br):,A,Bom,1,responses,responses to this question from the three explicitly labelled course respondents,3,0.3333333333333333,Count and proportion derived only from cited literal response cells; categories are not combined.,mechanical frequency from source rows
dados,F13318;F13362,administracao/historico/fontes/documentos/cpa-avaliacao-curso-informatica-biomedica-2022.xlsx,4c968ff6e4c32b9d023cfd4f783c0a38b3474bbcde231c383587a9198771cf40,AVALIAÇÃO DE CURSOS 2022 (13 a 28 de fevereiro 2023),Questoes!C2:C48,289,1073,BIBLIOTECAS,Uso do catálogo eletrônico (acervo.ufpr.br):,A,Não sei responder,2,responses,responses to this question from the three explicitly labelled course respondents,3,0.6666666666666666,Count and proportion derived only from cited literal response cells; categories are not combined.,mechanical frequency from source rows
dados,F13407,administracao/historico/fontes/documentos/cpa-avaliacao-curso-informatica-biomedica-2022.xlsx,4c968ff6e4c32b9d023cfd4f783c0a38b3474bbcde231c383587a9198771cf40,AVALIAÇÃO DE CURSOS 2022 (13 a 28 de fevereiro 2023),Questoes!C2:C48,289,1074,BIBLIOTECAS,Horário(s) de funcionamento:,A,Bom,1,responses,responses to this question from the three explicitly labelled course respondents,3,0.3333333333333333,Count and proportion derived only from cited literal response cells; categories are not combined.,mechanical frequency from source rows
dados,F13319;F13363,administracao/historico/fontes/documentos/cpa-avaliacao-curso-informatica-biomedica-2022.xlsx,4c968ff6e4c32b9d023cfd4f783c0a38b3474bbcde231c383587a9198771cf40,AVALIAÇÃO DE CURSOS 2022 (13 a 28 de fevereiro 2023),Questoes!C2:C48,289,1074,BIBLIOTECAS,Horário(s) de funcionamento:,A,Não sei responder,2,responses,responses to this question from the three explicitly labelled course respondents,3,0.6666666666666666,Count and proportion derived only from cited literal response cells; categories are not combined.,mechanical frequency from source rows
dados,F13364;F13408,administracao/historico/fontes/documentos/cpa-avaliacao-curso-informatica-biomedica-2022.xlsx,4c968ff6e4c32b9d023cfd4f783c0a38b3474bbcde231c383587a9198771cf40,AVALIAÇÃO DE CURSOS 2022 (13 a 28 de fevereiro 2023),Questoes!C2:C48,289,1075,BIBLIOTECAS,"Canais de comunicação (portal do SiBi, redes sociais e outros):",A,Bom,2,responses,responses to this question from the three explicitly labelled course respondents,3,0.6666666666666666,Count and proportion derived only from cited literal response cells; categories are not combined.,mechanical frequency from source rows
dados,F13320,administracao/historico/fontes/documentos/cpa-avaliacao-curso-informatica-biomedica-2022.xlsx,4c968ff6e4c32b9d023cfd4f783c0a38b3474bbcde231c383587a9198771cf40,AVALIAÇÃO DE CURSOS 2022 (13 a 28 de fevereiro 2023),Questoes!C2:C48,289,1075,BIBLIOTECAS,"Canais de comunicação (portal do SiBi, redes sociais e outros):",A,Não sei responder,1,responses,responses to this question from the three explicitly labelled course respondents,3,0.3333333333333333,Count and proportion derived only from cited literal response cells; categories are not combined.,mechanical frequency from source rows
dados,F13409,administracao/historico/fontes/documentos/cpa-avaliacao-curso-informatica-biomedica-2022.xlsx,4c968ff6e4c32b9d023cfd4f783c0a38b3474bbcde231c383587a9198771cf40,AVALIAÇÃO DE CURSOS 2022 (13 a 28 de fevereiro 2023),Questoes!C2:C48,289,1076,BIBLIOTECAS,Oferta de capacitações aos usuários:,A,Bom,1,responses,responses to this question from the three explicitly labelled course respondents,3,0.3333333333333333,Count and proportion derived only from cited literal response cells; categories are not combined.,mechanical frequency from source rows
dados,F13365,administracao/historico/fontes/documentos/cpa-avaliacao-curso-informatica-biomedica-2022.xlsx,4c968ff6e4c32b9d023cfd4f783c0a38b3474bbcde231c383587a9198771cf40,AVALIAÇÃO DE CURSOS 2022 (13 a 28 de fevereiro 2023),Questoes!C2:C48,289,1076,BIBLIOTECAS,Oferta de capacitações aos usuários:,A,Excelente,1,responses,responses to this question from the three explicitly labelled course respondents,3,0.3333333333333333,Count and proportion derived only from cited literal response cells; categories are not combined.,mechanical frequency from source rows
dados,F13321,administracao/historico/fontes/documentos/cpa-avaliacao-curso-informatica-biomedica-2022.xlsx,4c968ff6e4c32b9d023cfd4f783c0a38b3474bbcde231c383587a9198771cf40,AVALIAÇÃO DE CURSOS 2022 (13 a 28 de fevereiro 2023),Questoes!C2:C48,289,1076,BIBLIOTECAS,Oferta de capacitações aos usuários:,A,Não sei responder,1,responses,responses to this question from the three explicitly labelled course respondents,3,0.3333333333333333,Count and proportion derived only from cited literal response cells; categories are not combined.,mechanical frequency from source rows
dados,F13410,administracao/historico/fontes/documentos/cpa-avaliacao-curso-informatica-biomedica-2022.xlsx,4c968ff6e4c32b9d023cfd4f783c0a38b3474bbcde231c383587a9198771cf40,AVALIAÇÃO DE CURSOS 2022 (13 a 28 de fevereiro 2023),Questoes!C2:C48,289,1077,BIBLIOTECAS,Contéudos de acesso digital (Repositório Digital Institucional e bases/plataformas de dados):,A,Bom,1,responses,responses to this question from the three explicitly labelled course respondents,3,0.3333333333333333,Count and proportion derived only from cited literal response cells; categories are not combined.,mechanical frequency from source rows
dados,F13322;F13366,administracao/historico/fontes/documentos/cpa-avaliacao-curso-informatica-biomedica-2022.xlsx,4c968ff6e4c32b9d023cfd4f783c0a38b3474bbcde231c383587a9198771cf40,AVALIAÇÃO DE CURSOS 2022 (13 a 28 de fevereiro 2023),Questoes!C2:C48,289,1077,BIBLIOTECAS,Contéudos de acesso digital (Repositório Digital Institucional e bases/plataformas de dados):,A,Não sei responder,2,responses,responses to this question from the three explicitly labelled course respondents,3,0.6666666666666666,Count and proportion derived only from cited literal response cells; categories are not combined.,mechanical frequency from source rows
dados,F13323;F13367,administracao/historico/fontes/documentos/cpa-avaliacao-curso-informatica-biomedica-2022.xlsx,4c968ff6e4c32b9d023cfd4f783c0a38b3474bbcde231c383587a9198771cf40,AVALIAÇÃO DE CURSOS 2022 (13 a 28 de fevereiro 2023),Questoes!C2:C48,289,1078,BIBLIOTECAS,Atendimento às necessidades de acessibilidade física e informacional:,A,Não sei responder,2,responses,responses to this question from the three explicitly labelled course respondents,3,0.6666666666666666,Count and proportion derived only from cited literal response cells; categories are not combined.,mechanical frequency from source rows
dados,F13411,administracao/historico/fontes/documentos/cpa-avaliacao-curso-informatica-biomedica-2022.xlsx,4c968ff6e4c32b9d023cfd4f783c0a38b3474bbcde231c383587a9198771cf40,AVALIAÇÃO DE CURSOS 2022 (13 a 28 de fevereiro 2023),Questoes!C2:C48,289,1078,BIBLIOTECAS,Atendimento às necessidades de acessibilidade física e informacional:,A,Regular,1,responses,responses to this question from the three explicitly labelled course respondents,3,0.3333333333333333,Count and proportion derived only from cited literal response cells; categories are not combined.,mechanical frequency from source rows
dados,F13368,administracao/historico/fontes/documentos/cpa-avaliacao-curso-informatica-biomedica-2022.xlsx,4c968ff6e4c32b9d023cfd4f783c0a38b3474bbcde231c383587a9198771cf40,AVALIAÇÃO DE CURSOS 2022 (13 a 28 de fevereiro 2023),Questoes!C2:C48,290,1079,SISTEMAS E REDES,SIGA - atendimento às atividades acadêmicas do curso:,A,Bom,1,responses,responses to this question from the three explicitly labelled course respondents,3,0.3333333333333333,Count and proportion derived only from cited literal response cells; categories are not combined.,mechanical frequency from source rows
dados,F13324;F13412,administracao/historico/fontes/documentos/cpa-avaliacao-curso-informatica-biomedica-2022.xlsx,4c968ff6e4c32b9d023cfd4f783c0a38b3474bbcde231c383587a9198771cf40,AVALIAÇÃO DE CURSOS 2022 (13 a 28 de fevereiro 2023),Questoes!C2:C48,290,1079,SISTEMAS E REDES,SIGA - atendimento às atividades acadêmicas do curso:,A,Regular,2,responses,responses to this question from the three explicitly labelled course respondents,3,0.6666666666666666,Count and proportion derived only from cited literal response cells; categories are not combined.,mechanical frequency from source rows
